Strategy,Params,Hold,Trades,PnL,WinRate%,ProfitFactor,AvgRet%,MaxDD%,Sharpe,CAGR%
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",1,59,-90669.51,37.3,0.61,-6.19,-90.61,-2.96,-86.96
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",2,48,-67780.54,35.4,0.75,-5.66,-73.16,-1.69,-62.02
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",3,39,-26368.22,28.2,0.89,-2.74,-88.95,-0.68,-23.16
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",5,30,-127449.96,30.0,0.51,-17.02,-123.44,-4.46,0.0
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",7,23,-95718.72,30.4,0.57,-16.71,-101.9,-3.37,-93.11
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",10,19,-98591.06,21.1,0.61,-20.96,-98.77,-3.31,-97.23
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",1,25,-86534.46,28.0,0.42,-13.91,-110.82,-5.54,-88.09
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",2,20,-42533.87,25.0,0.7,-8.49,-87.01,-1.99,-44.07
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",3,19,-23233.21,36.8,0.83,-4.91,-98.38,-1.03,-24.1
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",5,13,-64103.72,30.8,0.46,-19.77,-82.97,-5.1,-66.17
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",7,11,-75560.41,9.1,0.45,-27.46,-113.49,-4.51,-77.09
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",10,10,-76053.05,20.0,0.49,-30.43,-78.04,-4.93,-77.28
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",1,12,-9856.23,33.3,0.8,-3.28,-23.86,-1.36,-15.12
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",2,9,47875.24,33.3,2.18,21.5,-15.0,3.77,84.56
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",3,8,68174.95,50.0,2.66,34.28,-23.28,5.23,125.77
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",5,6,2371.77,50.0,1.05,1.76,-19.67,0.29,3.72
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",7,5,1048.11,20.0,1.02,1.19,-42.12,0.08,1.66
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",10,5,-10782.41,20.0,0.83,-8.31,-25.61,-1.13,-15.93
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",1,7,49112.29,71.4,5.23,28.18,-6.63,8.07,86.99
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",2,5,33426.34,60.0,2.91,27.07,-9.22,6.82,57.72
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",3,5,-26971.41,0.0,0.0,-21.61,-23.52,-25.75,-38.37
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",5,4,-11222.57,50.0,0.65,-11.28,-17.52,-2.8,-16.62
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",7,3,-5244.91,33.3,0.84,-7.14,-10.83,-1.09,-8.09
trend_sma,"{'fast': 20, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",10,3,19001.67,33.3,1.45,25.33,-16.91,2.1,29.72
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 0, 'use_adx': False}",1,89,-964.27,46.1,1.0,-0.04,-47.2,-0.05,-0.62
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 0, 'use_adx': False}",2,66,116096.54,40.9,1.4,7.06,-48.51,1.9,63.93
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 0, 'use_adx': False}",3,58,-125105.09,32.8,0.68,-8.65,-156.14,-2.34,0.0
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 0, 'use_adx': False}",5,43,-91156.91,30.2,0.74,-8.55,-100.94,-2.01,-78.96
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 0, 'use_adx': False}",7,35,-95116.72,28.6,0.73,-10.93,-158.1,-1.97,-85.58
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 0, 'use_adx': False}",10,27,-47256.93,22.2,0.85,-7.09,-121.95,-0.83,-33.66
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 20, 'use_adx': True}",1,50,13030.81,52.0,1.06,1.04,-68.08,0.34,9.01
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 20, 'use_adx': True}",2,39,84097.41,41.0,1.49,8.65,-62.24,2.23,53.6
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 20, 'use_adx': True}",3,35,-88791.4,40.0,0.59,-10.18,-113.93,-3.28,-78.48
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 20, 'use_adx': True}",5,26,10208.7,30.8,1.06,1.57,-83.85,0.3,7.01
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 20, 'use_adx': True}",7,21,-28443.52,23.8,0.86,-5.45,-161.62,-0.76,-20.72
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 20, 'use_adx': True}",10,17,-7115.03,23.5,0.97,-1.73,-109.82,-0.18,-4.94
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 25, 'use_adx': True}",1,24,74014.42,54.2,1.78,12.36,-29.98,3.26,56.88
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 25, 'use_adx': True}",2,19,-15831.74,31.6,0.88,-3.32,-55.87,-0.83,-12.91
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 25, 'use_adx': True}",3,16,23118.52,31.2,1.18,5.87,-55.94,0.94,18.11
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 25, 'use_adx': True}",5,11,-17814.02,27.3,0.79,-6.47,-53.64,-1.5,-14.74
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 25, 'use_adx': True}",7,10,-30234.44,30.0,0.73,-12.2,-92.61,-1.58,-24.85
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 25, 'use_adx': True}",10,9,1181.11,33.3,1.01,0.49,-67.03,0.05,0.95
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 30, 'use_adx': True}",1,14,6878.39,50.0,1.11,1.99,-42.2,0.55,5.56
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 30, 'use_adx': True}",2,11,-26193.45,27.3,0.67,-9.44,-52.75,-2.67,-21.62
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 30, 'use_adx': True}",3,9,-78938.77,11.1,0.13,-35.15,-79.65,-13.13,-71.5
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 30, 'use_adx': True}",5,7,-51805.17,28.6,0.28,-29.71,-53.18,-8.32,-44.32
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 30, 'use_adx': True}",7,6,-40283.52,33.3,0.41,-27.1,-56.42,-5.7,-34.24
trend_sma,"{'fast': 30, 'slow': 60, 'adx_thresh': 30, 'use_adx': True}",10,6,476.22,33.3,1.01,0.25,-35.58,0.03,0.38
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",1,62,29333.51,43.5,1.13,1.88,-31.2,0.7,25.18
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",2,48,-147082.9,31.2,0.45,-12.33,-146.3,-5.1,0.0
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",3,42,-142043.45,33.3,0.56,-13.6,-140.27,-3.77,0.0
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",5,31,-88537.18,38.7,0.67,-11.46,-89.23,-2.69,-84.5
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",7,25,-57668.03,32.0,0.77,-9.29,-74.27,-1.54,-52.12
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",10,20,-172658.47,20.0,0.4,-34.7,-169.26,-6.22,0.0
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",1,25,-40439.22,32.0,0.69,-6.52,-86.23,-2.28,-41.84
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",2,20,-55301.52,30.0,0.51,-11.13,-52.65,-4.25,-57.03
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",3,17,-74902.85,35.3,0.5,-17.77,-98.17,-3.95,-76.35
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",5,13,-134203.82,15.4,0.13,-41.46,-138.41,-14.84,0.0
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",7,11,-95420.47,9.1,0.41,-34.89,-115.59,-5.26,-96.02
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",10,10,-120011.34,20.0,0.27,-48.25,-125.57,-10.29,0.0
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",1,11,6396.52,36.4,1.13,2.28,-18.74,0.67,9.8
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",2,8,-13230.27,25.0,0.65,-6.72,-16.64,-2.52,-19.49
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",3,7,-3650.83,28.6,0.95,-2.24,-27.07,-0.33,-5.52
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",5,5,-52872.46,20.0,0.26,-42.4,-39.71,-10.15,-67.85
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",7,5,-5698.06,20.0,0.92,-4.67,-26.55,-0.48,-8.21
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",10,4,-22818.92,25.0,0.57,-22.99,-18.44,-3.81,-32.01
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",1,6,29375.68,50.0,2.37,19.58,-13.56,4.67,2771.3
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",2,5,11503.51,40.0,1.85,9.09,-10.86,3.05,276.14
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",3,4,36451.6,50.0,2.31,36.28,-16.95,4.47,4287.73
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",5,3,-12797.76,33.3,0.59,-17.14,-26.25,-3.44,-78.01
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",7,2,44932.5,50.0,3.0,89.88,-13.44,5.6,12515.69
trend_sma,"{'fast': 50, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",10,2,13670.14,50.0,1.85,27.12,-12.41,3.33,266.6
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 0, 'use_adx': False}",1,75,56522.98,41.3,1.21,3.04,-72.26,1.05,37.72
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 0, 'use_adx': False}",2,61,110245.28,42.6,1.38,7.25,-76.71,1.73,69.85
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 0, 'use_adx': False}",3,52,-86104.85,34.6,0.74,-6.67,-103.27,-1.97,-75.51
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 0, 'use_adx': False}",5,41,30757.51,41.5,1.1,3.02,-96.19,0.57,21.07
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 0, 'use_adx': False}",7,31,-137540.98,38.7,0.57,-17.78,-213.36,-3.81,0.0
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 0, 'use_adx': False}",10,26,-97912.96,19.2,0.72,-15.14,-296.14,-1.41,-93.66
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 20, 'use_adx': True}",1,35,69841.83,54.3,1.68,7.98,-52.0,3.03,52.95
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 20, 'use_adx': True}",2,31,72114.02,35.5,1.42,9.33,-67.41,1.87,54.0
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 20, 'use_adx': True}",3,28,-100757.77,28.6,0.49,-14.46,-108.41,-4.65,0.0
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 20, 'use_adx': True}",5,21,-38034.36,33.3,0.79,-7.31,-113.32,-1.37,-31.82
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 20, 'use_adx': True}",7,17,-98517.86,23.5,0.55,-23.2,-188.07,-3.39,-96.46
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 20, 'use_adx': True}",10,16,-140095.26,6.2,0.49,-35.14,-264.64,-3.63,0.0
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 25, 'use_adx': True}",1,13,85548.01,84.6,4.97,26.4,-15.79,9.23,79.68
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 25, 'use_adx': True}",2,10,32988.96,50.0,1.69,13.23,-14.15,3.04,31.03
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 25, 'use_adx': True}",3,10,79712.54,50.0,2.25,32.04,-17.83,4.81,72.84
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 25, 'use_adx': True}",5,9,192.86,44.4,1.0,0.13,-44.28,-0.0,0.18
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 25, 'use_adx': True}",7,7,37135.81,42.9,1.53,21.27,-43.88,2.29,34.49
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 25, 'use_adx': True}",10,7,15559.77,28.6,1.16,8.93,-62.73,0.85,14.14
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 30, 'use_adx': True}",1,6,40220.27,100.0,inf,26.96,0.0,15.49,69.82
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 30, 'use_adx': True}",2,5,9479.51,60.0,2.24,7.62,-3.63,5.03,15.24
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 30, 'use_adx': True}",3,4,-4410.14,25.0,0.77,-4.38,-17.01,-1.57,-6.71
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 30, 'use_adx': True}",5,3,46509.86,100.0,inf,62.14,0.0,22.86,81.9
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 30, 'use_adx': True}",7,3,16292.22,66.7,1.79,21.75,-15.08,3.53,25.68
trend_sma,"{'fast': 5, 'slow': 100, 'adx_thresh': 30, 'use_adx': True}",10,3,22717.93,33.3,1.59,30.24,-16.48,2.56,34.68
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",1,61,-93859.47,34.4,0.65,-6.18,-93.45,-2.54,-91.41
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",2,50,-34067.21,44.0,0.87,-2.77,-53.25,-0.91,-30.55
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",3,40,-54716.08,30.0,0.79,-5.5,-77.41,-1.44,-50.26
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",5,30,43870.99,33.3,1.17,5.96,-48.13,0.86,37.6
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",7,25,12466.26,40.0,1.06,2.01,-52.54,0.32,10.67
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 0, 'use_adx': False}",10,20,-75366.63,25.0,0.69,-15.23,-80.14,-2.17,-70.75
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",1,26,-11972.14,34.6,0.9,-1.82,-69.48,-0.63,-12.65
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",2,21,29195.77,47.6,1.29,5.58,-43.12,1.5,30.82
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",3,19,-5287.85,36.8,0.96,-1.13,-57.62,-0.25,-5.51
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",5,15,75126.0,40.0,1.65,20.25,-43.06,2.38,80.91
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",7,13,8089.42,30.8,1.06,2.49,-55.37,0.33,8.48
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 20, 'use_adx': True}",10,11,3018.58,27.3,1.02,1.21,-63.83,0.1,3.13
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",1,12,47008.32,50.0,2.8,15.66,-12.62,5.52,81.47
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",2,9,63119.06,55.6,2.84,28.15,-12.25,6.0,116.66
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",3,8,111772.61,62.5,3.18,56.07,-25.6,7.38,217.59
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",5,6,56805.04,66.7,2.8,37.93,-15.69,6.87,99.35
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",7,5,98300.7,40.0,4.67,78.75,-21.26,7.5,189.6
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 25, 'use_adx': True}",10,5,47170.11,40.0,1.98,37.83,-16.04,3.31,77.83
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",1,6,35022.83,50.0,4.34,23.35,-7.21,6.94,59.11
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",2,5,45898.39,60.0,3.62,37.1,-8.5,8.66,79.36
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",3,4,5329.37,25.0,1.27,5.4,-15.68,1.29,8.4
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",5,3,29716.3,100.0,inf,39.7,0.0,26.52,50.85
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",7,3,3810.33,33.3,1.16,5.05,-16.59,0.81,5.88
trend_sma,"{'fast': 10, 'slow': 200, 'adx_thresh': 30, 'use_adx': True}",10,3,26551.14,33.3,1.77,35.35,-16.06,3.05,41.22
rsi_meanrev,"{'low': 20, 'high': 80}",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 20, 'high': 80}",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 20, 'high': 80}",3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 20, 'high': 80}",5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 20, 'high': 80}",7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 20, 'high': 80}",10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stoch_cross,"{'low': 20, 'high': 80}",1,60,-18456.75,46.7,0.92,-1.24,-60.48,-0.55,-10.83
stoch_cross,"{'low': 20, 'high': 80}",2,53,83655.36,43.4,1.31,6.32,-37.19,1.63,40.61
stoch_cross,"{'low': 20, 'high': 80}",3,46,45079.85,30.4,1.17,3.9,-37.88,0.85,23.2
stoch_cross,"{'low': 20, 'high': 80}",5,37,-71934.66,32.4,0.75,-7.85,-83.21,-1.84,-50.95
stoch_cross,"{'low': 20, 'high': 80}",7,32,-3851.43,40.6,0.98,-0.39,-66.04,-0.12,-2.18
stoch_cross,"{'low': 20, 'high': 80}",10,26,147743.24,46.2,1.73,22.88,-24.44,3.38,66.31
rsi_meanrev,"{'low': 25, 'high': 75}",1,2,8755.96,50.0,2.38,17.61,0.0,4.56,8.42
rsi_meanrev,"{'low': 25, 'high': 75}",2,2,26494.32,100.0,inf,53.34,0.0,15.03,25.33
rsi_meanrev,"{'low': 25, 'high': 75}",3,2,16239.8,50.0,10.4,32.74,-1.46,9.23,15.51
rsi_meanrev,"{'low': 25, 'high': 75}",5,2,-3364.25,50.0,0.74,-6.75,-11.92,-1.68,-3.19
rsi_meanrev,"{'low': 25, 'high': 75}",7,2,13858.1,100.0,inf,27.91,0.0,102.81,13.02
rsi_meanrev,"{'low': 25, 'high': 75}",10,2,24060.78,50.0,3.23,48.52,-8.01,5.9,22.11
stoch_cross,"{'low': 25, 'high': 75}",1,67,-32790.55,46.3,0.88,-1.97,-67.44,-0.86,-20.0
stoch_cross,"{'low': 25, 'high': 75}",2,60,82189.1,45.0,1.27,5.49,-38.42,1.46,39.98
stoch_cross,"{'low': 25, 'high': 75}",3,52,36740.32,30.8,1.12,2.81,-43.5,0.63,19.18
stoch_cross,"{'low': 25, 'high': 75}",5,40,-109304.63,30.0,0.66,-11.03,-111.56,-2.64,0.0
stoch_cross,"{'low': 25, 'high': 75}",7,36,80244.66,50.0,1.39,9.03,-38.95,1.9,39.14
stoch_cross,"{'low': 25, 'high': 75}",10,30,319653.9,46.7,2.34,42.86,-28.26,4.92,123.48
rsi_meanrev,"{'low': 30, 'high': 70}",1,12,-19263.22,25.0,0.63,-6.46,-27.09,-2.99,-14.76
rsi_meanrev,"{'low': 30, 'high': 70}",2,10,25258.8,50.0,1.53,10.1,-20.14,2.34,18.27
rsi_meanrev,"{'low': 30, 'high': 70}",3,10,59275.62,50.0,2.56,23.78,-11.69,5.15,41.34
rsi_meanrev,"{'low': 30, 'high': 70}",5,7,11199.82,42.9,1.19,6.37,-24.38,1.07,8.25
rsi_meanrev,"{'low': 30, 'high': 70}",7,7,46060.63,42.9,1.97,26.43,-22.29,3.73,31.93
rsi_meanrev,"{'low': 30, 'high': 70}",10,7,209123.46,71.4,6.43,120.26,-9.48,10.0,125.35
stoch_cross,"{'low': 30, 'high': 70}",1,70,-27486.17,47.1,0.9,-1.57,-54.56,-0.7,-16.51
stoch_cross,"{'low': 30, 'high': 70}",2,63,105077.21,44.4,1.34,6.72,-37.35,1.75,49.58
stoch_cross,"{'low': 30, 'high': 70}",3,55,50267.84,30.9,1.16,3.68,-42.84,0.8,25.65
stoch_cross,"{'low': 30, 'high': 70}",5,42,-55499.46,31.0,0.84,-5.29,-67.77,-1.07,-36.49
stoch_cross,"{'low': 30, 'high': 70}",7,39,126585.19,48.7,1.51,13.21,-25.63,2.29,58.19
stoch_cross,"{'low': 30, 'high': 70}",10,31,319206.35,45.2,2.34,41.42,-28.26,4.83,123.35
rsi_meanrev,"{'low': 35, 'high': 65}",1,37,98636.89,48.6,1.84,10.66,-14.98,3.51,47.11
rsi_meanrev,"{'low': 35, 'high': 65}",2,31,41038.1,45.2,1.37,5.29,-19.99,1.82,21.3
rsi_meanrev,"{'low': 35, 'high': 65}",3,26,-21998.15,34.6,0.86,-3.37,-52.81,-0.94,-13.0
rsi_meanrev,"{'low': 35, 'high': 65}",5,24,68348.49,37.5,1.51,11.52,-51.69,2.25,33.92
rsi_meanrev,"{'low': 35, 'high': 65}",7,20,108099.07,40.0,1.71,21.93,-29.47,2.97,50.82
rsi_meanrev,"{'low': 35, 'high': 65}",10,17,51455.44,41.2,1.37,12.18,-49.52,1.87,26.21
stoch_cross,"{'low': 35, 'high': 65}",1,72,-49176.01,45.8,0.84,-2.74,-69.2,-1.18,-31.62
stoch_cross,"{'low': 35, 'high': 65}",2,65,79295.79,43.1,1.24,4.92,-45.91,1.27,38.73
stoch_cross,"{'low': 35, 'high': 65}",3,56,-31655.65,28.6,0.91,-2.27,-70.04,-0.55,-19.22
stoch_cross,"{'low': 35, 'high': 65}",5,42,-49574.95,33.3,0.85,-4.72,-63.48,-0.96,-31.88
stoch_cross,"{'low': 35, 'high': 65}",7,39,78782.69,46.2,1.3,8.28,-48.76,1.44,38.51
stoch_cross,"{'low': 35, 'high': 65}",10,31,169566.82,41.9,1.68,22.05,-59.87,2.86,74.37
rsi_meanrev,"{'low': 40, 'high': 60}",1,81,175648.12,54.3,1.73,8.72,-19.7,2.97,76.25
rsi_meanrev,"{'low': 40, 'high': 60}",2,63,93699.0,42.9,1.31,5.98,-24.48,1.51,44.79
rsi_meanrev,"{'low': 40, 'high': 60}",3,55,213527.85,49.1,1.81,15.62,-27.51,3.53,89.41
rsi_meanrev,"{'low': 40, 'high': 60}",5,41,65378.77,39.0,1.27,6.46,-83.44,1.35,32.47
rsi_meanrev,"{'low': 40, 'high': 60}",7,36,399900.96,58.3,2.87,44.64,-24.64,5.5,145.84
rsi_meanrev,"{'low': 40, 'high': 60}",10,29,235298.69,37.9,1.89,32.54,-37.55,3.32,96.65
stoch_cross,"{'low': 40, 'high': 60}",1,75,-56016.76,45.3,0.83,-3.0,-87.36,-1.27,-36.95
stoch_cross,"{'low': 40, 'high': 60}",2,67,55622.12,41.8,1.15,3.35,-51.81,0.86,28.14
stoch_cross,"{'low': 40, 'high': 60}",3,56,-40901.72,28.6,0.89,-2.94,-74.36,-0.7,-25.54
stoch_cross,"{'low': 40, 'high': 60}",5,43,-3261.99,34.9,0.99,-0.28,-47.54,-0.07,-1.84
stoch_cross,"{'low': 40, 'high': 60}",7,40,56035.8,45.0,1.18,5.8,-41.63,0.98,28.33
stoch_cross,"{'low': 40, 'high': 60}",10,31,169566.82,41.9,1.68,22.05,-59.87,2.86,74.37
rsi_meanrev,"{'low': 45, 'high': 55}",1,124,42727.9,43.5,1.09,1.36,-70.87,0.46,21.93
rsi_meanrev,"{'low': 45, 'high': 55}",2,97,293940.97,46.4,1.74,12.17,-45.48,2.63,114.69
rsi_meanrev,"{'low': 45, 'high': 55}",3,76,-19107.49,35.5,0.96,-1.0,-73.11,-0.29,-11.16
rsi_meanrev,"{'low': 45, 'high': 55}",5,59,269921.98,39.0,1.64,18.42,-36.66,2.91,107.29
rsi_meanrev,"{'low': 45, 'high': 55}",7,47,-4986.33,34.0,0.99,-0.49,-60.79,-0.09,-2.81
rsi_meanrev,"{'low': 45, 'high': 55}",10,35,-85184.02,34.3,0.76,-9.86,-113.75,-1.77,-65.49
stoch_cross,"{'low': 45, 'high': 55}",1,86,-38923.45,45.3,0.9,-1.81,-122.96,-0.73,-24.18
stoch_cross,"{'low': 45, 'high': 55}",2,72,76959.03,41.7,1.2,4.31,-61.04,1.12,37.71
stoch_cross,"{'low': 45, 'high': 55}",3,62,-46504.85,29.0,0.88,-3.01,-89.34,-0.75,-29.58
stoch_cross,"{'low': 45, 'high': 55}",5,48,23640.46,37.5,1.06,2.09,-55.09,0.33,12.7
stoch_cross,"{'low': 45, 'high': 55}",7,41,33373.65,41.5,1.09,3.46,-41.63,0.52,17.52
