Strategy,Params,Hold,Trades,PnL,WinRate%,ProfitFactor,AvgRet%,MaxDD%,Sharpe,CAGR%
stoch_cross,"{'low': 45, 'high': 55}",10,31,167325.12,41.9,1.67,21.76,-59.87,2.82,73.55
rsi_meanrev,"{'low': 15, 'high': 85}",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 15, 'high': 85}",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 15, 'high': 85}",3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 15, 'high': 85}",5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 15, 'high': 85}",7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rsi_meanrev,"{'low': 15, 'high': 85}",10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stoch_cross,"{'low': 15, 'high': 85}",1,48,23808.44,47.9,1.14,1.99,-35.46,0.79,12.74
stoch_cross,"{'low': 15, 'high': 85}",2,43,147788.95,48.8,1.76,13.8,-25.13,3.42,66.32
stoch_cross,"{'low': 15, 'high': 85}",3,40,75499.67,32.5,1.39,7.56,-56.88,1.73,37.08
stoch_cross,"{'low': 15, 'high': 85}",5,35,183676.16,45.7,1.88,21.16,-19.52,3.62,79.43
stoch_cross,"{'low': 15, 'high': 85}",7,30,23373.95,43.3,1.1,3.27,-92.6,0.58,12.5
stoch_cross,"{'low': 15, 'high': 85}",10,25,109485.8,44.0,1.57,17.61,-18.35,2.7,51.38
macd_cross,{'require_hist': True},1,34,74042.39,50.0,1.81,8.83,-22.07,3.34,37.86
macd_cross,{'require_hist': True},2,33,-12989.63,39.4,0.92,-1.53,-37.73,-0.56,-7.73
macd_cross,{'require_hist': True},3,30,-48191.85,40.0,0.74,-6.38,-90.54,-1.88,-31.6
macd_cross,{'require_hist': True},5,28,28142.13,42.9,1.15,4.09,-52.46,0.85,15.37
macd_cross,{'require_hist': True},7,25,156804.08,36.0,1.78,25.2,-43.52,3.12,72.26
macd_cross,{'require_hist': True},10,21,96300.27,28.6,1.36,18.42,-60.21,1.63,47.54
macd_cross,{'require_hist': False},1,34,74042.39,50.0,1.81,8.83,-22.07,3.34,37.86
macd_cross,{'require_hist': False},2,33,-12989.63,39.4,0.92,-1.53,-37.73,-0.56,-7.73
macd_cross,{'require_hist': False},3,30,-48191.85,40.0,0.74,-6.38,-90.54,-1.88,-31.6
macd_cross,{'require_hist': False},5,28,28142.13,42.9,1.15,4.09,-52.46,0.85,15.37
macd_cross,{'require_hist': False},7,25,156804.08,36.0,1.78,25.2,-43.52,3.12,72.26
macd_cross,{'require_hist': False},10,21,96300.27,28.6,1.36,18.42,-60.21,1.63,47.54
vwap,{},1,149,-89827.69,40.9,0.87,-2.42,-94.62,-0.85,-72.02
vwap,{},2,112,-25680.33,37.5,0.96,-0.92,-105.96,-0.3,-15.24
vwap,{},3,89,-103800.99,38.2,0.82,-4.7,-102.2,-1.27,0.0
vwap,{},5,64,-70135.88,37.5,0.86,-4.41,-132.82,-0.96,-49.01
vwap,{},7,50,-237865.01,36.0,0.58,-19.11,-222.79,-3.54,0.0
vwap,{},10,38,-48490.38,26.3,0.89,-5.21,-163.53,-0.54,-30.9
bollinger,{'bands': 1.5},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 1.5},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 1.5},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 1.5},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 1.5},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 1.5},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
bollinger,{'bands': 1.8},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 1.8},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 1.8},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 1.8},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 1.8},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 1.8},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
bollinger,{'bands': 2.0},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 2.0},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 2.0},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 2.0},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 2.0},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 2.0},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
bollinger,{'bands': 2.2},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 2.2},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 2.2},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 2.2},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 2.2},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 2.2},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
bollinger,{'bands': 2.5},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 2.5},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 2.5},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 2.5},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 2.5},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 2.5},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
bollinger,{'bands': 2.8},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 2.8},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 2.8},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 2.8},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 2.8},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 2.8},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
bollinger,{'bands': 3.0},1,21,29123.01,57.1,1.43,5.52,-23.64,2.23,15.99
bollinger,{'bands': 3.0},2,20,2669.22,50.0,1.03,0.51,-19.58,0.17,1.54
bollinger,{'bands': 3.0},3,19,41067.6,42.1,1.6,8.67,-12.16,2.74,22.02
bollinger,{'bands': 3.0},5,18,108559.0,50.0,2.31,24.33,-22.81,4.63,52.99
bollinger,{'bands': 3.0},7,17,148842.48,52.9,2.72,35.3,-15.7,5.31,69.44
bollinger,{'bands': 3.0},10,16,293995.63,68.8,5.03,73.9,-26.92,7.44,121.03
breakout,{'lookback': 5},1,107,-63481.48,39.3,0.86,-2.38,-95.05,-0.93,-43.4
breakout,{'lookback': 5},2,89,-169320.68,33.7,0.66,-7.65,-173.38,-2.61,0.0
breakout,{'lookback': 5},3,75,-101950.36,30.7,0.81,-5.51,-101.39,-1.29,0.0
breakout,{'lookback': 5},5,55,-80623.41,40.0,0.82,-5.97,-95.36,-1.2,-60.38
breakout,{'lookback': 5},7,44,-71315.93,29.5,0.84,-6.57,-144.67,-1.0,-50.51
breakout,{'lookback': 5},10,34,-115719.75,29.4,0.74,-13.71,-211.77,-1.75,0.0
donchian,{'lookback': 5},1,72,-76373.75,36.1,0.72,-4.29,-95.32,-2.01,-55.75
donchian,{'lookback': 5},2,65,-57176.84,35.4,0.84,-3.56,-89.43,-1.14,-38.16
donchian,{'lookback': 5},3,55,107852.4,32.7,1.33,7.84,-84.42,1.38,51.1
donchian,{'lookback': 5},5,43,-91956.97,32.6,0.74,-8.63,-108.07,-1.76,-75.87
donchian,{'lookback': 5},7,36,-151456.16,22.2,0.63,-16.91,-153.28,-3.04,0.0
donchian,{'lookback': 5},10,30,-200773.97,23.3,0.54,-26.91,-243.08,-3.39,0.0
momentum_roc,"{'n': 5, 'thresh': 1.0}",1,104,10067.76,37.5,1.03,0.4,-59.42,0.11,5.55
momentum_roc,"{'n': 5, 'thresh': 1.0}",2,82,140641.51,41.5,1.34,6.9,-46.22,1.7,63.99
momentum_roc,"{'n': 5, 'thresh': 1.0}",3,69,57028.17,33.3,1.14,3.27,-45.01,0.71,28.99
momentum_roc,"{'n': 5, 'thresh': 1.0}",5,55,-142436.13,32.7,0.71,-10.42,-122.01,-2.17,0.0
momentum_roc,"{'n': 5, 'thresh': 1.0}",7,42,-27390.55,28.6,0.94,-2.63,-79.94,-0.38,-16.5
momentum_roc,"{'n': 5, 'thresh': 1.0}",10,33,-151443.07,30.3,0.62,-18.49,-191.79,-2.97,0.0
momentum_roc,"{'n': 5, 'thresh': 1.5}",1,77,-48099.2,32.5,0.86,-2.49,-109.28,-0.99,-30.93
momentum_roc,"{'n': 5, 'thresh': 1.5}",2,66,-94050.34,36.4,0.73,-5.74,-99.99,-2.02,-79.6
momentum_roc,"{'n': 5, 'thresh': 1.5}",3,51,47518.74,37.3,1.16,3.68,-54.56,0.84,24.52
momentum_roc,"{'n': 5, 'thresh': 1.5}",5,45,-80679.9,35.6,0.78,-7.23,-94.41,-1.46,-60.39
momentum_roc,"{'n': 5, 'thresh': 1.5}",7,36,-132134.07,25.0,0.69,-14.79,-117.21,-2.27,0.0
momentum_roc,"{'n': 5, 'thresh': 1.5}",10,30,-300253.94,13.3,0.26,-40.23,-313.86,-9.04,0.0
momentum_roc,"{'n': 5, 'thresh': 2.0}",1,55,-45420.81,32.7,0.82,-3.28,-74.47,-1.26,-29.01
momentum_roc,"{'n': 5, 'thresh': 2.0}",2,44,-93565.42,27.3,0.64,-8.52,-93.49,-2.88,-78.78
momentum_roc,"{'n': 5, 'thresh': 2.0}",3,38,85392.62,36.8,1.4,9.03,-50.44,1.55,41.66
momentum_roc,"{'n': 5, 'thresh': 2.0}",5,35,-52959.7,42.9,0.81,-6.05,-69.02,-1.21,-34.61
momentum_roc,"{'n': 5, 'thresh': 2.0}",7,31,-166870.43,19.4,0.55,-21.64,-186.9,-3.42,0.0
momentum_roc,"{'n': 5, 'thresh': 2.0}",10,26,-287758.28,15.4,0.23,-44.48,-300.52,-10.73,0.0
momentum_roc,"{'n': 5, 'thresh': 2.5}",1,38,-1658.31,36.8,0.99,-0.13,-56.11,-0.09,-0.94
momentum_roc,"{'n': 5, 'thresh': 2.5}",2,32,-65625.11,25.0,0.67,-8.21,-73.38,-2.58,-45.3
momentum_roc,"{'n': 5, 'thresh': 2.5}",3,29,-99947.96,27.6,0.49,-13.8,-99.95,-4.72,-98.6
momentum_roc,"{'n': 5, 'thresh': 2.5}",5,27,-127474.25,33.3,0.43,-18.98,-138.66,-5.59,0.0
momentum_roc,"{'n': 5, 'thresh': 2.5}",7,25,-151371.46,16.0,0.52,-24.35,-239.95,-3.6,0.0
momentum_roc,"{'n': 5, 'thresh': 2.5}",10,21,-298365.02,9.5,0.16,-57.12,-311.84,-14.07,0.0
momentum_roc,"{'n': 5, 'thresh': 3.0}",1,25,-29722.21,36.0,0.7,-4.74,-40.4,-2.1,-18.51
momentum_roc,"{'n': 5, 'thresh': 3.0}",2,23,-37687.62,21.7,0.7,-6.56,-39.98,-2.17,-23.97
momentum_roc,"{'n': 5, 'thresh': 3.0}",3,20,-53820.84,35.0,0.61,-10.75,-52.74,-3.36,-36.04
momentum_roc,"{'n': 5, 'thresh': 3.0}",5,19,-74003.31,31.6,0.51,-15.67,-83.49,-4.37,-54.13
momentum_roc,"{'n': 5, 'thresh': 3.0}",7,16,-85427.69,12.5,0.56,-21.48,-165.58,-2.8,-67.18
momentum_roc,"{'n': 5, 'thresh': 3.0}",10,15,-213277.73,6.7,0.16,-57.2,-248.1,-13.57,0.0
breakout,{'lookback': 8},1,86,30313.72,38.4,1.09,1.42,-50.11,0.47,16.41
breakout,{'lookback': 8},2,74,-76739.52,35.1,0.81,-4.18,-92.01,-1.39,-56.64
breakout,{'lookback': 8},3,61,-46517.44,37.7,0.89,-3.09,-89.72,-0.72,-30.09
breakout,{'lookback': 8},5,48,-171804.29,35.4,0.62,-14.41,-192.03,-3.11,0.0
breakout,{'lookback': 8},7,39,-134588.08,23.1,0.72,-13.93,-174.42,-1.93,0.0
breakout,{'lookback': 8},10,32,-167846.02,25.0,0.6,-21.08,-241.12,-3.14,0.0
donchian,{'lookback': 8},1,61,-87213.78,34.4,0.65,-5.75,-118.17,-2.69,-69.28
donchian,{'lookback': 8},2,58,-115684.45,32.8,0.65,-8.0,-125.27,-2.73,0.0
donchian,{'lookback': 8},3,47,-16089.71,31.9,0.94,-1.36,-62.41,-0.34,-9.55
donchian,{'lookback': 8},5,42,-270919.11,23.8,0.33,-25.94,-276.57,-7.12,0.0
donchian,{'lookback': 8},7,35,-217614.62,17.1,0.48,-25.0,-214.1,-4.68,0.0
donchian,{'lookback': 8},10,29,-189293.94,24.1,0.55,-26.2,-218.06,-3.27,0.0
momentum_roc,"{'n': 8, 'thresh': 1.0}",1,121,-136631.85,41.3,0.75,-4.53,-136.46,-1.71,0.0
momentum_roc,"{'n': 8, 'thresh': 1.0}",2,96,-304844.25,31.2,0.48,-12.75,-292.98,-4.74,0.0
momentum_roc,"{'n': 8, 'thresh': 1.0}",3,74,-183975.59,33.8,0.62,-10.01,-179.87,-2.81,0.0
momentum_roc,"{'n': 8, 'thresh': 1.0}",5,59,-78443.92,28.8,0.85,-5.42,-116.94,-0.85,-58.04
momentum_roc,"{'n': 8, 'thresh': 1.0}",7,45,-232326.38,24.4,0.55,-20.76,-267.61,-3.59,0.0
momentum_roc,"{'n': 8, 'thresh': 1.0}",10,35,-228436.58,22.9,0.53,-26.28,-247.43,-3.44,0.0
momentum_roc,"{'n': 8, 'thresh': 1.5}",1,93,-111493.57,37.6,0.75,-4.79,-127.19,-1.72,0.0
momentum_roc,"{'n': 8, 'thresh': 1.5}",2,74,-213097.58,32.4,0.55,-11.54,-184.34,-3.72,0.0
momentum_roc,"{'n': 8, 'thresh': 1.5}",3,63,-47710.05,34.9,0.87,-3.06,-75.37,-0.81,-30.71
momentum_roc,"{'n': 8, 'thresh': 1.5}",5,50,-139407.76,36.0,0.67,-11.25,-127.0,-2.5,0.0
momentum_roc,"{'n': 8, 'thresh': 1.5}",7,40,-128896.26,27.5,0.71,-12.96,-193.22,-2.14,0.0
momentum_roc,"{'n': 8, 'thresh': 1.5}",10,32,-94470.04,28.1,0.77,-11.95,-104.48,-1.59,-80.57
momentum_roc,"{'n': 8, 'thresh': 2.0}",1,70,-114390.62,35.7,0.65,-6.55,-114.73,-2.71,0.0
momentum_roc,"{'n': 8, 'thresh': 2.0}",2,58,-116242.14,34.5,0.65,-8.04,-115.3,-2.78,0.0
momentum_roc,"{'n': 8, 'thresh': 2.0}",3,50,-2149.56,40.0,0.99,-0.17,-51.07,-0.06,-1.22
momentum_roc,"{'n': 8, 'thresh': 2.0}",5,38,-28243.93,39.5,0.9,-2.98,-59.7,-0.67,-17.12
momentum_roc,"{'n': 8, 'thresh': 2.0}",7,33,-151538.11,27.3,0.57,-18.52,-152.23,-3.63,0.0
momentum_roc,"{'n': 8, 'thresh': 2.0}",10,27,-109855.98,25.9,0.62,-16.39,-121.18,-2.95,0.0
momentum_roc,"{'n': 8, 'thresh': 2.5}",1,56,-181346.61,26.8,0.41,-13.0,-196.62,-5.74,0.0
momentum_roc,"{'n': 8, 'thresh': 2.5}",2,45,-161314.57,31.1,0.45,-14.4,-173.58,-4.9,0.0
momentum_roc,"{'n': 8, 'thresh': 2.5}",3,37,-76714.7,32.4,0.74,-8.34,-168.02,-1.83,-56.96
momentum_roc,"{'n': 8, 'thresh': 2.5}",5,33,-145623.76,33.3,0.57,-17.85,-171.44,-3.65,0.0
momentum_roc,"{'n': 8, 'thresh': 2.5}",7,29,-60422.54,24.1,0.83,-8.48,-93.69,-1.08,-41.5
momentum_roc,"{'n': 8, 'thresh': 2.5}",10,23,-182199.17,21.7,0.44,-31.93,-234.04,-5.58,0.0
momentum_roc,"{'n': 8, 'thresh': 3.0}",1,38,-84770.57,39.5,0.51,-8.95,-101.55,-4.1,-66.45
momentum_roc,"{'n': 8, 'thresh': 3.0}",2,32,-144047.44,18.8,0.28,-18.06,-152.86,-7.39,0.0
momentum_roc,"{'n': 8, 'thresh': 3.0}",3,27,-74480.08,22.2,0.65,-11.06,-158.55,-2.5,-54.62
momentum_roc,"{'n': 8, 'thresh': 3.0}",5,24,-151939.02,29.2,0.35,-25.45,-158.82,-6.85,0.0
momentum_roc,"{'n': 8, 'thresh': 3.0}",7,22,-159245.78,13.6,0.47,-29.11,-230.75,-4.13,0.0
momentum_roc,"{'n': 8, 'thresh': 3.0}",10,19,-289716.26,5.3,0.13,-61.24,-348.03,-15.78,0.0
breakout,{'lookback': 10},1,79,1887.72,38.0,1.01,0.09,-54.6,0.0,1.08
breakout,{'lookback': 10},2,68,-113896.53,33.8,0.69,-6.75,-109.24,-2.39,0.0
breakout,{'lookback': 10},3,58,-125301.94,31.0,0.7,-8.71,-136.06,-2.08,0.0
breakout,{'lookback': 10},5,46,-60034.1,37.0,0.84,-5.3,-83.71,-1.02,-40.73
breakout,{'lookback': 10},7,38,-85180.13,26.3,0.8,-9.07,-150.12,-1.28,-66.51
breakout,{'lookback': 10},10,32,-150265.39,25.0,0.64,-18.87,-222.02,-2.81,0.0
donchian,{'lookback': 10},1,56,-95593.6,39.3,0.58,-6.87,-96.18,-3.53,-83.29
donchian,{'lookback': 10},2,50,-80142.07,36.0,0.71,-6.44,-83.71,-2.16,-60.34
donchian,{'lookback': 10},3,43,-12968.86,32.6,0.95,-1.2,-51.92,-0.3,-7.63
donchian,{'lookback': 10},5,39,-212528.27,25.6,0.39,-21.9,-214.2,-5.99,0.0
donchian,{'lookback': 10},7,34,-258675.25,14.7,0.35,-30.57,-253.93,-6.59,0.0
donchian,{'lookback': 10},10,27,-266636.26,22.2,0.34,-39.69,-277.03,-7.49,0.0
momentum_roc,"{'n': 10, 'thresh': 1.0}",1,119,-34575.61,42.9,0.92,-1.16,-86.57,-0.54,-21.14
momentum_roc,"{'n': 10, 'thresh': 1.0}",2,95,-115612.35,40.0,0.78,-4.88,-114.89,-1.62,0.0
momentum_roc,"{'n': 10, 'thresh': 1.0}",3,79,-219917.78,34.2,0.59,-11.2,-213.63,-3.36,0.0
momentum_roc,"{'n': 10, 'thresh': 1.0}",5,59,-163762.7,25.4,0.72,-11.15,-178.18,-2.03,0.0
momentum_roc,"{'n': 10, 'thresh': 1.0}",7,47,-80104.32,23.4,0.84,-6.82,-141.84,-0.98,-59.45
momentum_roc,"{'n': 10, 'thresh': 1.0}",10,35,-229650.25,17.1,0.53,-26.46,-273.23,-3.43,0.0
momentum_roc,"{'n': 10, 'thresh': 1.5}",1,96,-178993.9,37.5,0.6,-7.47,-162.93,-3.19,0.0
momentum_roc,"{'n': 10, 'thresh': 1.5}",2,78,-78277.23,35.9,0.8,-4.04,-100.06,-1.42,-57.46
momentum_roc,"{'n': 10, 'thresh': 1.5}",3,65,-213977.25,30.8,0.57,-13.26,-209.16,-3.55,0.0
momentum_roc,"{'n': 10, 'thresh': 1.5}",5,51,-143355.87,31.4,0.7,-11.28,-187.68,-2.29,0.0
momentum_roc,"{'n': 10, 'thresh': 1.5}",7,43,-123811.95,23.3,0.74,-11.58,-123.35,-1.68,0.0
momentum_roc,"{'n': 10, 'thresh': 1.5}",10,31,-91242.25,25.8,0.78,-11.9,-218.02,-1.16,-74.36
momentum_roc,"{'n': 10, 'thresh': 2.0}",1,76,-41846.46,43.4,0.86,-2.21,-59.63,-0.93,-26.14
momentum_roc,"{'n': 10, 'thresh': 2.0}",2,62,-43889.79,40.3,0.87,-2.85,-60.43,-0.91,-27.64
momentum_roc,"{'n': 10, 'thresh': 2.0}",3,52,-27366.94,32.7,0.93,-2.11,-131.79,-0.46,-16.37
momentum_roc,"{'n': 10, 'thresh': 2.0}",5,38,-128223.62,34.2,0.61,-13.62,-137.14,-3.3,0.0
momentum_roc,"{'n': 10, 'thresh': 2.0}",7,35,-8897.14,31.4,0.97,-1.1,-76.64,-0.16,-5.08
momentum_roc,"{'n': 10, 'thresh': 2.0}",10,27,-284609.86,14.8,0.22,-42.44,-305.95,-10.65,0.0
momentum_roc,"{'n': 10, 'thresh': 2.5}",1,63,-91848.26,36.5,0.67,-5.85,-99.66,-2.48,-75.64
momentum_roc,"{'n': 10, 'thresh': 2.5}",2,50,-71538.08,30.0,0.74,-5.72,-72.34,-1.89,-50.73
momentum_roc,"{'n': 10, 'thresh': 2.5}",3,40,61250.18,42.5,1.24,6.18,-61.66,1.24,30.88
momentum_roc,"{'n': 10, 'thresh': 2.5}",5,33,-129563.11,36.4,0.55,-15.79,-129.13,-3.94,0.0
momentum_roc,"{'n': 10, 'thresh': 2.5}",7,30,5034.0,33.3,1.02,0.64,-62.5,0.08,2.81
momentum_roc,"{'n': 10, 'thresh': 2.5}",10,25,-244298.64,20.0,0.27,-39.32,-254.1,-9.47,0.0
momentum_roc,"{'n': 10, 'thresh': 3.0}",1,45,-100033.62,40.0,0.54,-8.9,-123.14,-3.78,0.0
momentum_roc,"{'n': 10, 'thresh': 3.0}",2,40,-56844.69,32.5,0.74,-5.66,-58.85,-1.83,-37.71
momentum_roc,"{'n': 10, 'thresh': 3.0}",3,33,23039.77,36.4,1.11,2.88,-73.12,0.55,12.39
momentum_roc,"{'n': 10, 'thresh': 3.0}",5,28,-100688.12,42.9,0.59,-14.44,-100.67,-3.46,0.0
momentum_roc,"{'n': 10, 'thresh': 3.0}",7,23,-10992.86,21.7,0.95,-1.98,-89.22,-0.28,-6.35
momentum_roc,"{'n': 10, 'thresh': 3.0}",10,21,-245807.67,9.5,0.17,-47.1,-255.72,-12.29,0.0
breakout,{'lookback': 12},1,72,21642.51,40.3,1.08,1.21,-48.74,0.42,12.04
breakout,{'lookback': 12},2,63,-112639.65,31.7,0.67,-7.2,-108.11,-2.59,0.0
breakout,{'lookback': 12},3,56,-143553.66,28.6,0.66,-10.32,-146.24,-2.42,0.0
breakout,{'lookback': 12},5,41,-33839.06,39.0,0.89,-3.34,-86.42,-0.73,-21.22
breakout,{'lookback': 12},7,35,-151756.36,31.4,0.59,-17.47,-147.81,-3.54,0.0
breakout,{'lookback': 12},10,31,-283015.03,19.4,0.39,-36.7,-256.0,-6.1,0.0
donchian,{'lookback': 12},1,49,-85979.93,36.7,0.55,-7.06,-84.58,-3.8,-68.08
donchian,{'lookback': 12},2,45,-96912.51,31.1,0.63,-8.63,-97.6,-2.91,-86.71
donchian,{'lookback': 12},3,37,4896.0,35.1,1.02,0.55,-46.57,0.09,2.81
donchian,{'lookback': 12},5,33,-156333.84,24.2,0.44,-19.02,-155.37,-4.95,0.0
donchian,{'lookback': 12},7,30,-214990.64,13.3,0.39,-28.79,-249.62,-5.88,0.0
donchian,{'lookback': 12},10,27,-274816.52,22.2,0.33,-40.92,-328.55,-7.73,0.0
momentum_roc,"{'n': 12, 'thresh': 1.0}",1,119,-24049.93,38.7,0.95,-0.82,-115.0,-0.33,-14.56
momentum_roc,"{'n': 12, 'thresh': 1.0}",2,95,-67162.94,38.9,0.87,-2.84,-145.91,-0.93,-47.06
momentum_roc,"{'n': 12, 'thresh': 1.0}",3,76,-157828.99,32.9,0.72,-8.34,-181.9,-2.12,0.0
momentum_roc,"{'n': 12, 'thresh': 1.0}",5,56,-167324.07,26.8,0.69,-11.95,-219.53,-2.19,0.0
momentum_roc,"{'n': 12, 'thresh': 1.0}",7,44,-86480.62,31.8,0.79,-7.9,-91.0,-1.45,-68.11
momentum_roc,"{'n': 12, 'thresh': 1.0}",10,34,30602.64,26.5,1.07,3.54,-89.82,0.34,16.47
momentum_roc,"{'n': 12, 'thresh': 1.5}",1,99,40827.91,42.4,1.1,1.65,-104.03,0.5,21.6
momentum_roc,"{'n': 12, 'thresh': 1.5}",2,76,-76740.96,36.8,0.81,-4.07,-169.95,-1.31,-56.59
momentum_roc,"{'n': 12, 'thresh': 1.5}",3,64,-38202.53,39.1,0.9,-2.45,-81.24,-0.64,-24.04
momentum_roc,"{'n': 12, 'thresh': 1.5}",5,49,-84139.83,34.7,0.8,-6.9,-129.96,-1.37,-65.07
momentum_roc,"{'n': 12, 'thresh': 1.5}",7,41,-51303.56,36.6,0.87,-5.04,-107.69,-0.79,-33.7
momentum_roc,"{'n': 12, 'thresh': 1.5}",10,30,-63423.0,23.3,0.83,-8.62,-135.9,-0.98,-43.75
momentum_roc,"{'n': 12, 'thresh': 2.0}",1,76,-21450.12,34.2,0.94,-1.12,-77.37,-0.41,-12.92
momentum_roc,"{'n': 12, 'thresh': 2.0}",2,62,-109477.3,32.3,0.68,-7.05,-109.32,-2.36,0.0
momentum_roc,"{'n': 12, 'thresh': 2.0}",3,54,-96690.81,33.3,0.75,-7.2,-112.06,-1.69,-85.73
momentum_roc,"{'n': 12, 'thresh': 2.0}",5,44,-155828.47,34.1,0.61,-14.19,-168.39,-3.5,0.0
momentum_roc,"{'n': 12, 'thresh': 2.0}",7,36,-49325.07,33.3,0.87,-5.52,-136.64,-0.81,-32.3
momentum_roc,"{'n': 12, 'thresh': 2.0}",10,25,-233796.69,16.0,0.24,-37.61,-246.88,-8.56,0.0
momentum_roc,"{'n': 12, 'thresh': 2.5}",1,63,-45041.88,31.7,0.84,-2.86,-59.57,-1.0,-29.04
momentum_roc,"{'n': 12, 'thresh': 2.5}",2,53,-61510.16,32.1,0.78,-4.62,-79.12,-1.48,-42.09
momentum_roc,"{'n': 12, 'thresh': 2.5}",3,47,-83567.78,29.8,0.75,-7.17,-136.2,-1.71,-64.35
momentum_roc,"{'n': 12, 'thresh': 2.5}",5,36,-122734.36,27.8,0.64,-13.67,-127.56,-2.76,0.0
momentum_roc,"{'n': 12, 'thresh': 2.5}",7,30,-141522.35,30.0,0.54,-18.96,-139.73,-3.91,0.0
momentum_roc,"{'n': 12, 'thresh': 2.5}",10,23,-213779.43,13.0,0.24,-37.41,-224.91,-8.39,0.0
momentum_roc,"{'n': 12, 'thresh': 3.0}",1,49,-61218.91,34.7,0.77,-5.0,-80.12,-1.64,-44.07
momentum_roc,"{'n': 12, 'thresh': 3.0}",2,40,-61456.1,32.5,0.74,-6.16,-70.53,-1.91,-44.39
momentum_roc,"{'n': 12, 'thresh': 3.0}",3,33,1503.16,30.3,1.01,0.14,-77.66,0.02,0.92
momentum_roc,"{'n': 12, 'thresh': 3.0}",5,29,-89211.41,27.6,0.69,-12.42,-99.43,-2.31,-74.43
momentum_roc,"{'n': 12, 'thresh': 3.0}",7,24,34546.28,37.5,1.17,5.73,-55.57,0.79,19.78
momentum_roc,"{'n': 12, 'thresh': 3.0}",10,21,-229626.87,9.5,0.22,-44.03,-269.47,-10.68,0.0
breakout,{'lookback': 15},1,62,42667.87,38.7,1.2,2.76,-34.33,0.99,22.9
breakout,{'lookback': 15},2,54,-64110.38,29.6,0.79,-4.77,-76.06,-1.53,-44.77
breakout,{'lookback': 15},3,48,-55984.6,35.4,0.83,-4.71,-72.97,-1.17,-37.79
