date,open,high,low,close,volume
2025-11-25,363.79998779296875,367.0,361.0,361.3999938964844,6113266
2025-11-26,359.0,364.70001220703125,357.54998779296875,362.3999938964844,5145168
2025-11-27,362.3999938964844,367.6499938964844,361.75,365.1499938964844,5016640
2025-11-28,364.0,365.1499938964844,361.04998779296875,362.70001220703125,3452880
2025-12-01,364.20001220703125,365.8500061035156,360.0,360.95001220703125,3010315
2025-12-02,356.3999938964844,363.29998779296875,356.3999938964844,360.29998779296875,4957405
2025-12-03,361.0,361.79998779296875,350.6499938964844,351.95001220703125,7313684
2025-12-04,352.1499938964844,354.6499938964844,350.6000061035156,352.04998779296875,3426935
2025-12-05,351.95001220703125,353.95001220703125,348.79998779296875,352.6499938964844,5225025
2025-12-08,353.1000061035156,353.45001220703125,340.1000061035156,342.45001220703125,7187288
2025-12-09,341.79998779296875,344.0,334.8500061035156,342.5,8160700
2025-12-10,344.6499938964844,348.95001220703125,342.6000061035156,343.8500061035156,7421279
2025-12-11,344.1000061035156,344.5,340.45001220703125,342.54998779296875,4526067
2025-12-12,344.0,345.0,339.79998779296875,344.20001220703125,3751220
2025-12-15,344.0,344.0,337.70001220703125,341.20001220703125,4861434
2025-12-16,340.8999938964844,341.6499938964844,335.0,336.1499938964844,8021854
2025-12-17,336.8999938964844,338.75,334.25,335.6499938964844,4746519
2025-12-18,334.5,337.29998779296875,329.8999938964844,335.04998779296875,5409972
2025-12-19,335.95001220703125,339.25,335.04998779296875,338.70001220703125,8110376
2025-12-22,340.3500061035156,344.6000061035156,339.29998779296875,343.3999938964844,5485124
2025-12-23,344.5,357.0,342.45001220703125,354.8999938964844,9432271
2025-12-24,356.0,357.0,351.04998779296875,352.29998779296875,4097578
2025-12-26,352.29998779296875,357.8999938964844,350.45001220703125,354.6000061035156,4086038
2025-12-29,354.6000061035156,356.1000061035156,350.20001220703125,351.54998779296875,3835579
2025-12-30,351.54998779296875,352.0,348.75,349.3500061035156,3196377
2025-12-31,349.54998779296875,358.54998779296875,349.54998779296875,355.3999938964844,4910584
2026-01-01,358.8999938964844,363.95001220703125,356.25,363.1499938964844,7388994
2026-01-02,365.20001220703125,378.79998779296875,363.54998779296875,375.95001220703125,19990998
2026-01-05,378.20001220703125,378.8999938964844,371.70001220703125,375.04998779296875,6164496
2026-01-06,376.0,381.5,373.0,376.25,6800656
2026-01-07,376.1000061035156,377.6499938964844,372.6499938964844,376.95001220703125,5966190
2026-01-08,376.95001220703125,379.5,363.1000061035156,365.45001220703125,7774241
2026-01-09,363.6499938964844,367.1000061035156,357.6000061035156,358.8999938964844,5369561
2026-01-12,357.1499938964844,372.8500061035156,355.0,371.79998779296875,8700735
2026-01-13,373.79998779296875,374.8999938964844,366.0,369.54998779296875,5638105
2026-01-14,369.5,373.29998779296875,367.5,371.8500061035156,4944952
2026-01-15,371.8500061035156,371.8500061035156,371.8500061035156,371.8500061035156,0
2026-01-16,373.8999938964844,379.1499938964844,370.29998779296875,375.3500061035156,6139589
2026-01-19,374.0,375.79998779296875,370.6499938964844,372.1499938964844,4895367
2026-01-20,370.75,371.29998779296875,358.0,360.5,4993397
2026-01-21,359.1000061035156,362.20001220703125,351.3999938964844,357.6499938964844,6225235
2026-01-22,360.20001220703125,366.3500061035156,360.20001220703125,364.70001220703125,3365970
2026-01-23,365.0,371.1000061035156,357.6499938964844,358.6499938964844,6728741
