date,open,high,low,close,volume
2025-11-27,403.5,405.95001220703125,402.1000061035156,404.29998779296875,8679529
2025-11-28,404.29998779296875,405.0,402.5,404.25,6883500
2025-12-01,402.79998779296875,405.5,398.20001220703125,404.25,13442658
2025-12-02,404.25,405.5,400.5,400.95001220703125,8093808
2025-12-03,401.70001220703125,402.20001220703125,398.8500061035156,400.5,10772192
2025-12-04,400.1000061035156,403.54998779296875,399.04998779296875,403.04998779296875,8057989
2025-12-05,403.04998779296875,405.3500061035156,402.0,404.95001220703125,4419747
2025-12-08,404.95001220703125,405.25,400.54998779296875,402.29998779296875,6056866
2025-12-09,402.0,404.5,400.0,401.04998779296875,9426717
2025-12-10,401.1000061035156,404.3999938964844,401.0,403.1499938964844,6969146
2025-12-11,403.1499938964844,404.0,401.1000061035156,402.8999938964844,6980147
2025-12-12,402.8999938964844,404.0,399.8500061035156,400.1000061035156,12407516
2025-12-15,400.1000061035156,403.3500061035156,399.5,402.29998779296875,7756564
2025-12-16,401.3999938964844,405.75,401.04998779296875,401.70001220703125,12347384
2025-12-17,401.0,403.1000061035156,399.1000061035156,399.79998779296875,8087490
2025-12-18,400.0,401.95001220703125,399.8500061035156,400.3999938964844,7227668
2025-12-19,400.25,402.6499938964844,400.25,401.04998779296875,10654835
2025-12-22,401.6000061035156,403.6499938964844,401.20001220703125,402.70001220703125,6847871
2025-12-23,402.5,408.8999938964844,401.79998779296875,407.3500061035156,10081997
2025-12-24,407.95001220703125,409.5,405.6499938964844,406.6000061035156,5777430
2025-12-26,406.5,407.1499938964844,403.8500061035156,404.1499938964844,3152453
2025-12-29,404.1000061035156,404.79998779296875,401.45001220703125,402.6000061035156,6647710
2025-12-30,403.0,403.45001220703125,400.29998779296875,400.6000061035156,12340527
2025-12-31,401.1000061035156,403.75,400.8500061035156,403.0,9945109
2026-01-01,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282626710
2026-01-02,360.0,360.0,345.25,350.04998779296875,118790358
2026-01-05,350.20001220703125,353.95001220703125,346.04998779296875,349.70001220703125,48358124
2026-01-06,350.25,350.70001220703125,337.75,342.45001220703125,72582738
2026-01-07,343.0,344.54998779296875,339.29998779296875,341.25,29440734
2026-01-08,341.5,345.1499938964844,339.04998779296875,340.8999938964844,36706319
2026-01-09,340.8999938964844,341.0,336.1000061035156,337.1499938964844,35193201
2026-01-12,338.25,339.5,335.79998779296875,338.3999938964844,16156143
2026-01-13,339.0,339.5,333.70001220703125,334.70001220703125,24922339
2026-01-14,336.0,336.0,333.45001220703125,334.75,14913422
2026-01-15,334.75,334.75,334.75,334.75,0
2026-01-16,337.5,337.5,328.54998779296875,329.20001220703125,30526898
2026-01-19,330.0,334.6499938964844,327.29998779296875,333.20001220703125,15507440
2026-01-20,334.04998779296875,334.5,325.5,326.29998779296875,18771011
2026-01-21,326.0,329.29998779296875,324.3500061035156,324.75,14177965
2026-01-22,326.1000061035156,328.70001220703125,321.04998779296875,324.8500061035156,18622852
2026-01-23,325.54998779296875,326.3999938964844,322.70001220703125,323.3999938964844,11950089
2026-01-27,323.6000061035156,324.70001220703125,317.8500061035156,318.6499938964844,47847784
2026-01-28,319.95001220703125,323.70001220703125,319.3500061035156,321.1499938964844,28400238
2026-01-29,322.6000061035156,322.6000061035156,318.04998779296875,318.6000061035156,17719420
2026-01-30,318.79998779296875,325.1499938964844,316.45001220703125,322.1499938964844,41975824
2026-02-02,309.45001220703125,315.3999938964844,302.0,314.70001220703125,35227572
2026-02-03,321.20001220703125,324.75,311.6000061035156,316.6499938964844,33168353
2026-02-04,312.5,314.95001220703125,311.3500061035156,313.8500061035156,11196759
2026-02-05,313.95001220703125,315.3500061035156,309.29998779296875,310.20001220703125,15816704
2026-02-06,310.0,327.70001220703125,308.29998779296875,325.79998779296875,68057745
2026-02-09,327.95001220703125,328.70001220703125,321.6499938964844,322.79998779296875,20059198
