date,close
2026-05-12 00:00:00+05:30,31.260000228881836
2026-05-13 00:00:00+05:30,30.899999618530273
2026-05-14 00:00:00+05:30,30.299999237060547
2026-05-15 00:00:00+05:30,30.68000030517578
2026-05-18 00:00:00+05:30,31.360000610351562
2026-05-19 00:00:00+05:30,32.45000076293945
2026-05-20 00:00:00+05:30,32.279998779296875
2026-05-21 00:00:00+05:30,32.08000183105469
2026-05-22 00:00:00+05:30,32.02000045776367
2026-05-25 00:00:00+05:30,32.150001525878906
2026-05-26 00:00:00+05:30,32.09000015258789
2026-05-27 00:00:00+05:30,32.060001373291016
2026-05-28 00:00:00+05:30,32.060001373291016
2026-05-29 00:00:00+05:30,32.27000045776367
2026-06-01 00:00:00+05:30,33.130001068115234
2026-06-02 00:00:00+05:30,34.529998779296875
2026-06-03 00:00:00+05:30,32.63999938964844
2026-06-04 00:00:00+05:30,32.560001373291016
2026-06-05 00:00:00+05:30,32.25
2026-06-08 00:00:00+05:30,31.729999542236328
2026-06-09 00:00:00+05:30,31.68000030517578
2026-06-10 00:00:00+05:30,31.420000076293945
2026-06-11 00:00:00+05:30,30.8799991607666
2026-06-12 00:00:00+05:30,30.889999389648438
2026-06-15 00:00:00+05:30,31.190000534057617
2026-06-16 00:00:00+05:30,31.719999313354492
2026-06-17 00:00:00+05:30,31.899999618530273
2026-06-18 00:00:00+05:30,31.6200008392334
2026-06-19 00:00:00+05:30,30.40999984741211
2026-06-22 00:00:00+05:30,30.690000534057617
2026-06-23 00:00:00+05:30,29.979999542236328
2026-06-24 00:00:00+05:30,30.610000610351562
2026-06-25 00:00:00+05:30,30.360000610351562
2026-06-26 00:00:00+05:30,30.360000610351562
2026-06-29 00:00:00+05:30,30.020000457763672
2026-06-30 00:00:00+05:30,29.200000762939453
2026-07-01 00:00:00+05:30,28.6299991607666
2026-07-02 00:00:00+05:30,29.940000534057617
2026-07-03 00:00:00+05:30,30.479999542236328
2026-07-06 00:00:00+05:30,30.280000686645508
2026-07-07 00:00:00+05:30,30.979999542236328
2026-07-08 00:00:00+05:30,30.510000228881836
2026-07-09 00:00:00+05:30,30.450000762939453
2026-07-10 00:00:00+05:30,31.040000915527344
2026-07-13 00:00:00+05:30,32.15999984741211
2026-07-14 00:00:00+05:30,31.850000381469727
2026-07-15 00:00:00+05:30,31.65999984741211
2026-07-16 00:00:00+05:30,31.8700008392334
2026-07-17 00:00:00+05:30,32.439998626708984
2026-07-20 00:00:00+05:30,32.380001068115234
2026-07-21 00:00:00+05:30,32.20000076293945
2026-07-22 00:00:00+05:30,31.709999084472656
2026-07-23 00:00:00+05:30,31.739999771118164
2026-07-24 00:00:00+05:30,32.0
2026-07-27 00:00:00+05:30,32.70000076293945
2026-07-28 00:00:00+05:30,33.77000045776367
2026-07-29 00:00:00+05:30,34.540000915527344
2026-07-30 00:00:00+05:30,34.619998931884766
2026-07-31 00:00:00+05:30,34.119998931884766
2026-08-03 00:00:00+05:30,34.97999954223633
2026-08-04 00:00:00+05:30,34.70000076293945
2026-08-05 00:00:00+05:30,34.720001220703125
2026-08-06 00:00:00+05:30,34.560001373291016
2026-08-07 00:00:00+05:30,34.97999954223633
2026-08-10 00:00:00+05:30,35.11000061035156
2026-08-12 00:00:00+05:30,34.650001525878906
