name,params,hold,15m_pnl,15m_win,15m_trades,15m_pf,60m_pnl,60m_win,60m_trades,60m_pf,1d_pnl,1d_win,1d_trades,1d_pf
bollinger,{'bands': 2.2},1,-6336.82,8.0,87.0,0.06,-2476.51,11.1,27.0,0.05,,,,
bollinger,{'bands': 2.2},2,-6056.55,7.6,79.0,0.09,-2168.31,25.9,27.0,0.18,,,,
bollinger,{'bands': 2.2},3,-5755.4,12.5,72.0,0.1,-2169.19,28.0,25.0,0.23,,,,
bollinger,{'bands': 2.2},5,-4572.31,16.4,61.0,0.16,-2366.81,29.2,24.0,0.34,,,,
bollinger,{'bands': 2.2},7,-4499.67,18.6,59.0,0.17,-1711.45,26.3,19.0,0.41,,,,
bollinger,{'bands': 2.2},10,-4490.57,21.1,57.0,0.21,-1040.02,47.4,19.0,0.64,,,,
bollinger,{'bands': 2.5},1,-6336.82,8.0,87.0,0.06,-2476.51,11.1,27.0,0.05,,,,
bollinger,{'bands': 2.5},2,-6056.55,7.6,79.0,0.09,-2168.31,25.9,27.0,0.18,,,,
bollinger,{'bands': 2.5},3,-5755.4,12.5,72.0,0.1,-2169.19,28.0,25.0,0.23,,,,
bollinger,{'bands': 2.5},5,-4572.31,16.4,61.0,0.16,-2366.81,29.2,24.0,0.34,,,,
bollinger,{'bands': 2.5},7,-4499.67,18.6,59.0,0.17,-1711.45,26.3,19.0,0.41,,,,
bollinger,{'bands': 2.5},10,-4490.57,21.1,57.0,0.21,-1040.02,47.4,19.0,0.64,,,,
bollinger,{'bands': 2.8},1,-6336.82,8.0,87.0,0.06,-2476.51,11.1,27.0,0.05,,,,
bollinger,{'bands': 2.8},2,-6056.55,7.6,79.0,0.09,-2168.31,25.9,27.0,0.18,,,,
bollinger,{'bands': 2.8},3,-5755.4,12.5,72.0,0.1,-2169.19,28.0,25.0,0.23,,,,
bollinger,{'bands': 2.8},5,-4572.31,16.4,61.0,0.16,-2366.81,29.2,24.0,0.34,,,,
bollinger,{'bands': 2.8},7,-4499.67,18.6,59.0,0.17,-1711.45,26.3,19.0,0.41,,,,
bollinger,{'bands': 2.8},10,-4490.57,21.1,57.0,0.21,-1040.02,47.4,19.0,0.64,,,,
bollinger,{'bands': 3.0},1,-6336.82,8.0,87.0,0.06,-2476.51,11.1,27.0,0.05,,,,
bollinger,{'bands': 3.0},2,-6056.55,7.6,79.0,0.09,-2168.31,25.9,27.0,0.18,,,,
bollinger,{'bands': 3.0},3,-5755.4,12.5,72.0,0.1,-2169.19,28.0,25.0,0.23,,,,
bollinger,{'bands': 3.0},5,-4572.31,16.4,61.0,0.16,-2366.81,29.2,24.0,0.34,,,,
bollinger,{'bands': 3.0},7,-4499.67,18.6,59.0,0.17,-1711.45,26.3,19.0,0.41,,,,
bollinger,{'bands': 3.0},10,-4490.57,21.1,57.0,0.21,-1040.02,47.4,19.0,0.64,,,,
breakout,{'lookback': 5},1,-28838.93,2.6,343.0,0.01,-11454.34,14.0,143.0,0.12,-1558.25,25.0,16.0,0.23
breakout,{'lookback': 5},2,-23462.51,5.0,282.0,0.03,-8970.17,19.5,118.0,0.26,-2720.1,21.4,14.0,0.2
breakout,{'lookback': 5},3,-19381.71,7.6,237.0,0.05,-7756.5,18.4,103.0,0.27,-4521.34,9.1,11.0,0.0
breakout,{'lookback': 5},5,-15870.31,11.2,179.0,0.08,-4731.38,34.2,76.0,0.42,,,,
breakout,{'lookback': 5},7,-12386.07,13.3,143.0,0.07,-2467.47,44.1,59.0,0.61,,,,
breakout,{'lookback': 5},10,-8640.66,20.7,111.0,0.18,-3046.15,41.3,46.0,0.57,,,,
donchian,{'lookback': 5},1,-19295.97,2.2,225.0,0.01,-8341.4,14.0,107.0,0.1,-1431.55,33.3,15.0,0.25
donchian,{'lookback': 5},2,-17154.24,4.1,197.0,0.02,-7716.26,18.9,95.0,0.24,-2504.93,27.3,11.0,0.17
donchian,{'lookback': 5},3,-13373.18,10.1,169.0,0.07,-6905.63,20.5,83.0,0.27,-3148.42,20.0,10.0,0.01
donchian,{'lookback': 5},5,-11531.92,10.9,138.0,0.09,-3719.72,29.4,68.0,0.42,,,,
donchian,{'lookback': 5},7,-10560.24,14.4,118.0,0.12,-1350.28,40.0,50.0,0.77,,,,
donchian,{'lookback': 5},10,-7339.78,13.3,98.0,0.1,-563.54,39.0,41.0,0.87,,,,
momentum_roc,"{'n': 5, 'thresh': 1.0}",1,-872.9,0.0,10.0,0.0,-4262.4,14.0,43.0,0.07,-1668.55,26.3,19.0,0.31
momentum_roc,"{'n': 5, 'thresh': 1.0}",2,,,,,-4841.84,15.4,39.0,0.09,-3826.8,26.7,15.0,0.1
momentum_roc,"{'n': 5, 'thresh': 1.0}",3,,,,,-4784.51,21.1,38.0,0.16,-4339.22,15.4,13.0,0.05
momentum_roc,"{'n': 5, 'thresh': 1.0}",5,,,,,-4554.45,18.8,32.0,0.17,,,,
momentum_roc,"{'n': 5, 'thresh': 1.0}",7,,,,,-3577.49,24.1,29.0,0.35,,,,
momentum_roc,"{'n': 5, 'thresh': 1.0}",10,,,,,-4513.56,23.1,26.0,0.19,,,,
momentum_roc,"{'n': 5, 'thresh': 1.5}",1,,,,,-1523.22,7.1,14.0,0.0,-1892.11,25.0,12.0,0.2
momentum_roc,"{'n': 5, 'thresh': 1.5}",2,,,,,-1846.22,30.8,13.0,0.06,-2705.12,18.2,11.0,0.12
momentum_roc,"{'n': 5, 'thresh': 1.5}",3,,,,,-1473.58,18.2,11.0,0.12,,,,
momentum_roc,"{'n': 5, 'thresh': 1.5}",5,,,,,-1013.09,45.5,11.0,0.34,,,,
momentum_roc,"{'n': 5, 'thresh': 1.5}",7,,,,,-1309.56,30.0,10.0,0.14,,,,
momentum_roc,"{'n': 5, 'thresh': 1.5}",10,,,,,-1561.93,30.0,10.0,0.2,,,,
momentum_roc,"{'n': 5, 'thresh': 2.0}",1,,,,,,,,,-1822.7,30.0,10.0,0.08
momentum_roc,"{'n': 5, 'thresh': 2.0}",2,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.0}",3,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.0}",10,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.5}",1,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.5}",2,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.5}",3,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.5}",5,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.5}",7,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 3.0}",1,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 3.0}",2,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 3.0}",3,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 5, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 8},1,-25026.01,2.4,288.0,0.01,-9904.59,11.3,124.0,0.09,-158.17,40.0,10.0,0.83
breakout,{'lookback': 8},2,-21441.64,4.1,243.0,0.02,-8581.9,18.1,105.0,0.25,-1495.27,30.0,10.0,0.21
breakout,{'lookback': 8},3,-16345.67,8.5,200.0,0.07,-7887.06,19.6,92.0,0.26,,,,
breakout,{'lookback': 8},5,-14348.15,10.0,160.0,0.06,-3982.49,33.3,69.0,0.47,,,,
breakout,{'lookback': 8},7,-10759.63,16.7,132.0,0.13,-3140.19,40.4,57.0,0.54,,,,
breakout,{'lookback': 8},10,-6512.0,24.3,103.0,0.22,-2971.31,38.6,44.0,0.57,,,,
donchian,{'lookback': 8},1,-14851.58,3.3,181.0,0.03,-7741.39,11.5,87.0,0.07,,,,
donchian,{'lookback': 8},2,-13196.31,5.6,161.0,0.02,-7280.68,17.7,79.0,0.23,,,,
donchian,{'lookback': 8},3,-10774.6,9.9,142.0,0.07,-6075.32,21.4,70.0,0.28,,,,
donchian,{'lookback': 8},5,-8808.78,12.1,116.0,0.12,-4300.34,29.8,57.0,0.32,,,,
donchian,{'lookback': 8},7,-8482.4,14.3,105.0,0.14,-1978.4,41.3,46.0,0.64,,,,
donchian,{'lookback': 8},10,-7909.4,14.3,91.0,0.1,-1723.76,29.7,37.0,0.66,,,,
momentum_roc,"{'n': 8, 'thresh': 1.0}",1,-1903.63,0.0,20.0,0.0,-5413.36,15.2,66.0,0.14,-2815.64,23.5,17.0,0.11
momentum_roc,"{'n': 8, 'thresh': 1.0}",2,-1784.45,0.0,18.0,0.0,-4530.77,21.4,56.0,0.27,-4180.92,14.3,14.0,0.06
momentum_roc,"{'n': 8, 'thresh': 1.0}",3,-1268.71,5.9,17.0,0.2,-4899.44,17.0,53.0,0.24,-3226.84,27.3,11.0,0.08
momentum_roc,"{'n': 8, 'thresh': 1.0}",5,-1135.05,7.7,13.0,0.22,-2293.57,30.0,40.0,0.52,,,,
momentum_roc,"{'n': 8, 'thresh': 1.0}",7,-1486.39,7.7,13.0,0.18,-2024.33,36.1,36.0,0.57,,,,
momentum_roc,"{'n': 8, 'thresh': 1.0}",10,-1490.96,9.1,11.0,0.19,-2127.27,30.0,30.0,0.51,,,,
momentum_roc,"{'n': 8, 'thresh': 1.5}",1,,,,,-1912.08,21.4,28.0,0.25,-2177.47,30.8,13.0,0.14
momentum_roc,"{'n': 8, 'thresh': 1.5}",2,,,,,-1706.08,34.8,23.0,0.34,-3400.43,10.0,10.0,0.05
momentum_roc,"{'n': 8, 'thresh': 1.5}",3,,,,,-1888.75,27.3,22.0,0.33,,,,
momentum_roc,"{'n': 8, 'thresh': 1.5}",5,,,,,-992.74,38.9,18.0,0.63,,,,
momentum_roc,"{'n': 8, 'thresh': 1.5}",7,,,,,-1604.84,26.7,15.0,0.31,,,,
momentum_roc,"{'n': 8, 'thresh': 1.5}",10,,,,,-1888.65,26.7,15.0,0.4,,,,
momentum_roc,"{'n': 8, 'thresh': 2.0}",1,,,,,-704.86,27.3,11.0,0.11,,,,
momentum_roc,"{'n': 8, 'thresh': 2.0}",2,,,,,-943.71,30.0,10.0,0.08,,,,
momentum_roc,"{'n': 8, 'thresh': 2.0}",3,,,,,-982.86,10.0,10.0,0.11,,,,
momentum_roc,"{'n': 8, 'thresh': 2.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.0}",10,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.5}",1,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.5}",2,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.5}",3,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.5}",5,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.5}",7,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 3.0}",1,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 3.0}",2,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 3.0}",3,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 8, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 10},1,-22236.39,2.7,262.0,0.01,-8951.96,10.3,116.0,0.09,,,,
breakout,{'lookback': 10},2,-19654.86,3.6,222.0,0.02,-7383.43,18.6,97.0,0.27,,,,
breakout,{'lookback': 10},3,-15786.32,7.4,188.0,0.05,-6528.03,20.0,85.0,0.29,,,,
breakout,{'lookback': 10},5,-14182.49,9.3,151.0,0.07,-4118.84,30.8,65.0,0.44,,,,
breakout,{'lookback': 10},7,-11434.57,13.6,125.0,0.1,-3807.99,35.7,56.0,0.47,,,,
breakout,{'lookback': 10},10,-7380.11,18.2,99.0,0.13,-3221.7,29.5,44.0,0.52,,,,
donchian,{'lookback': 10},1,-13829.14,2.4,165.0,0.03,-7034.74,12.0,75.0,0.04,,,,
donchian,{'lookback': 10},2,-12735.81,4.0,150.0,0.02,-5964.84,19.4,67.0,0.26,,,,
donchian,{'lookback': 10},3,-10433.2,8.9,135.0,0.07,-4544.64,18.3,60.0,0.34,,,,
donchian,{'lookback': 10},5,-8553.76,10.9,110.0,0.11,-4099.85,28.8,52.0,0.34,,,,
donchian,{'lookback': 10},7,-9038.05,11.7,103.0,0.1,-2688.49,35.7,42.0,0.51,,,,
donchian,{'lookback': 10},10,-8057.13,15.9,88.0,0.09,-1830.85,31.4,35.0,0.64,,,,
momentum_roc,"{'n': 10, 'thresh': 1.0}",1,-2083.72,4.3,23.0,0.03,-4259.87,20.3,74.0,0.27,-1702.81,35.3,17.0,0.37
momentum_roc,"{'n': 10, 'thresh': 1.0}",2,-1610.87,10.5,19.0,0.18,-4159.47,17.7,62.0,0.34,-2799.47,14.3,14.0,0.08
momentum_roc,"{'n': 10, 'thresh': 1.0}",3,-1281.12,11.8,17.0,0.24,-4688.43,18.5,54.0,0.21,-2743.11,33.3,12.0,0.21
momentum_roc,"{'n': 10, 'thresh': 1.0}",5,-1225.05,13.3,15.0,0.21,-1964.81,34.9,43.0,0.54,,,,
momentum_roc,"{'n': 10, 'thresh': 1.0}",7,-1525.81,7.1,14.0,0.17,-338.78,44.4,36.0,0.89,,,,
momentum_roc,"{'n': 10, 'thresh': 1.0}",10,-1734.72,14.3,14.0,0.17,-1927.42,32.3,31.0,0.59,,,,
momentum_roc,"{'n': 10, 'thresh': 1.5}",1,,,,,-2478.76,18.8,32.0,0.1,-3578.84,7.7,13.0,0.01
momentum_roc,"{'n': 10, 'thresh': 1.5}",2,,,,,-2091.0,22.2,27.0,0.38,-1748.34,20.0,10.0,0.1
momentum_roc,"{'n': 10, 'thresh': 1.5}",3,,,,,-885.17,22.7,22.0,0.61,,,,
momentum_roc,"{'n': 10, 'thresh': 1.5}",5,,,,,-1076.04,25.0,20.0,0.55,,,,
momentum_roc,"{'n': 10, 'thresh': 1.5}",7,,,,,-515.83,44.4,18.0,0.76,,,,
momentum_roc,"{'n': 10, 'thresh': 1.5}",10,,,,,-935.38,28.6,14.0,0.66,,,,
momentum_roc,"{'n': 10, 'thresh': 2.0}",1,,,,,-968.42,21.4,14.0,0.08,-2204.47,20.0,10.0,0.04
momentum_roc,"{'n': 10, 'thresh': 2.0}",2,,,,,-908.86,36.4,11.0,0.09,,,,
momentum_roc,"{'n': 10, 'thresh': 2.0}",3,,,,,-554.91,40.0,10.0,0.31,,,,
momentum_roc,"{'n': 10, 'thresh': 2.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.0}",10,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.5}",1,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.5}",2,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.5}",3,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.5}",5,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.5}",7,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 3.0}",1,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 3.0}",2,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 3.0}",3,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 10, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 12},1,-20804.72,2.4,245.0,0.01,-9245.59,8.6,105.0,0.06,,,,
breakout,{'lookback': 12},2,-18857.67,3.3,213.0,0.02,-7511.77,15.7,89.0,0.25,,,,
breakout,{'lookback': 12},3,-15398.96,8.3,181.0,0.05,-7032.64,17.9,78.0,0.27,,,,
breakout,{'lookback': 12},5,-13655.04,9.7,145.0,0.07,-2784.8,33.9,59.0,0.54,,,,
breakout,{'lookback': 12},7,-10677.61,12.3,122.0,0.1,-4096.29,36.0,50.0,0.33,,,,
breakout,{'lookback': 12},10,-7584.48,20.2,99.0,0.15,-2733.94,30.2,43.0,0.56,,,,
donchian,{'lookback': 12},1,-12572.29,2.6,152.0,0.03,-6146.67,12.3,65.0,0.04,,,,
donchian,{'lookback': 12},2,-11715.79,4.3,138.0,0.02,-4994.37,20.3,59.0,0.29,,,,
donchian,{'lookback': 12},3,-9539.21,9.7,124.0,0.08,-3996.5,18.5,54.0,0.35,,,,
donchian,{'lookback': 12},5,-7673.31,11.9,101.0,0.12,-3308.59,30.4,46.0,0.37,,,,
donchian,{'lookback': 12},7,-8155.6,10.5,95.0,0.11,-2344.38,34.2,38.0,0.45,,,,
donchian,{'lookback': 12},10,-6970.23,17.3,81.0,0.11,-1166.11,34.4,32.0,0.73,,,,
momentum_roc,"{'n': 12, 'thresh': 1.0}",1,-2146.22,8.0,25.0,0.13,-7058.47,14.6,82.0,0.07,-895.01,38.9,18.0,0.62
momentum_roc,"{'n': 12, 'thresh': 1.0}",2,-1859.05,10.0,20.0,0.16,-6484.75,19.4,67.0,0.16,-1080.77,40.0,15.0,0.55
momentum_roc,"{'n': 12, 'thresh': 1.0}",3,-1714.36,11.1,18.0,0.18,-4911.16,22.4,58.0,0.32,-2239.19,25.0,12.0,0.25
momentum_roc,"{'n': 12, 'thresh': 1.0}",5,-1133.39,13.3,15.0,0.22,-2885.88,28.3,46.0,0.39,,,,
momentum_roc,"{'n': 12, 'thresh': 1.0}",7,-1574.69,7.1,14.0,0.17,-3519.75,36.6,41.0,0.29,,,,
momentum_roc,"{'n': 12, 'thresh': 1.0}",10,-1386.27,15.4,13.0,0.19,-2697.62,31.2,32.0,0.5,,,,
momentum_roc,"{'n': 12, 'thresh': 1.5}",1,,,,,-1828.12,22.2,36.0,0.41,-1362.65,28.6,14.0,0.39
momentum_roc,"{'n': 12, 'thresh': 1.5}",2,,,,,-1325.39,26.7,30.0,0.56,-228.37,40.0,10.0,0.74
momentum_roc,"{'n': 12, 'thresh': 1.5}",3,,,,,-1164.62,30.8,26.0,0.59,,,,
momentum_roc,"{'n': 12, 'thresh': 1.5}",5,,,,,-1365.56,28.6,21.0,0.54,,,,
momentum_roc,"{'n': 12, 'thresh': 1.5}",7,,,,,-643.39,44.4,18.0,0.6,,,,
momentum_roc,"{'n': 12, 'thresh': 1.5}",10,,,,,-559.38,37.5,16.0,0.79,,,,
momentum_roc,"{'n': 12, 'thresh': 2.0}",1,,,,,-332.84,23.8,21.0,0.78,-1598.86,10.0,10.0,0.13
momentum_roc,"{'n': 12, 'thresh': 2.0}",2,,,,,66.11,33.3,15.0,1.05,,,,
momentum_roc,"{'n': 12, 'thresh': 2.0}",3,,,,,1.67,30.8,13.0,1.0,,,,
momentum_roc,"{'n': 12, 'thresh': 2.0}",5,,,,,11.93,36.4,11.0,1.01,,,,
momentum_roc,"{'n': 12, 'thresh': 2.0}",7,,,,,-150.45,50.0,10.0,0.79,,,,
momentum_roc,"{'n': 12, 'thresh': 2.0}",10,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 2.5}",1,,,,,-934.92,20.0,10.0,0.11,,,,
momentum_roc,"{'n': 12, 'thresh': 2.5}",2,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 2.5}",3,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 2.5}",5,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 2.5}",7,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 3.0}",1,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 3.0}",2,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 3.0}",3,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 12, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 15},1,-18813.04,1.8,219.0,0.01,-7105.39,11.1,90.0,0.08,,,,
breakout,{'lookback': 15},2,-17190.16,4.2,192.0,0.02,-5370.96,16.0,75.0,0.28,,,,
breakout,{'lookback': 15},3,-14085.51,8.4,166.0,0.06,-4762.59,18.2,66.0,0.35,,,,
breakout,{'lookback': 15},5,-12542.73,9.5,137.0,0.07,-2222.45,37.3,51.0,0.56,,,,
breakout,{'lookback': 15},7,-9512.01,15.9,113.0,0.12,-2524.45,39.1,46.0,0.51,,,,
breakout,{'lookback': 15},10,-7099.24,18.9,95.0,0.2,-1248.45,38.9,36.0,0.72,,,,
donchian,{'lookback': 15},1,-10668.48,2.4,125.0,0.04,-5505.33,10.3,58.0,0.04,,,,
donchian,{'lookback': 15},2,-10196.65,3.5,115.0,0.02,-4391.07,19.2,52.0,0.31,,,,
donchian,{'lookback': 15},3,-7682.37,10.9,101.0,0.1,-2719.06,23.9,46.0,0.47,,,,
donchian,{'lookback': 15},5,-6929.73,11.6,86.0,0.09,-2683.48,29.3,41.0,0.42,,,,
donchian,{'lookback': 15},7,-7019.79,10.0,80.0,0.12,-1574.67,29.4,34.0,0.63,,,,
donchian,{'lookback': 15},10,-5897.39,18.3,71.0,0.16,-1230.58,34.5,29.0,0.71,,,,
momentum_roc,"{'n': 15, 'thresh': 1.0}",1,-3634.24,2.5,40.0,0.07,-6271.99,17.0,88.0,0.16,-2247.52,30.0,20.0,0.32
momentum_roc,"{'n': 15, 'thresh': 1.0}",2,-2850.94,6.1,33.0,0.1,-5403.84,21.6,74.0,0.3,-3381.0,20.0,15.0,0.13
momentum_roc,"{'n': 15, 'thresh': 1.0}",3,-2740.78,6.7,30.0,0.09,-4106.55,23.3,60.0,0.3,-2224.15,25.0,12.0,0.23
momentum_roc,"{'n': 15, 'thresh': 1.0}",5,-1831.88,7.7,26.0,0.18,-2405.3,36.7,49.0,0.53,,,,
momentum_roc,"{'n': 15, 'thresh': 1.0}",7,-2189.68,8.3,24.0,0.21,-3101.2,32.5,40.0,0.47,,,,
momentum_roc,"{'n': 15, 'thresh': 1.0}",10,-1945.74,18.2,22.0,0.23,-2146.56,36.4,33.0,0.61,,,,
momentum_roc,"{'n': 15, 'thresh': 1.5}",1,,,,,-3271.25,23.4,47.0,0.15,-1169.12,40.0,15.0,0.46
momentum_roc,"{'n': 15, 'thresh': 1.5}",2,,,,,-2868.35,19.0,42.0,0.34,-1961.93,20.0,10.0,0.16
momentum_roc,"{'n': 15, 'thresh': 1.5}",3,,,,,-3102.68,19.4,36.0,0.19,-2934.35,20.0,10.0,0.1
momentum_roc,"{'n': 15, 'thresh': 1.5}",5,,,,,-2087.07,21.4,28.0,0.44,,,,
momentum_roc,"{'n': 15, 'thresh': 1.5}",7,,,,,-713.53,44.0,25.0,0.76,,,,
momentum_roc,"{'n': 15, 'thresh': 1.5}",10,,,,,-503.15,38.1,21.0,0.82,,,,
momentum_roc,"{'n': 15, 'thresh': 2.0}",1,,,,,-2126.36,16.0,25.0,0.11,-2300.2,28.6,14.0,0.18
momentum_roc,"{'n': 15, 'thresh': 2.0}",2,,,,,-1347.76,27.3,22.0,0.5,-2294.35,30.0,10.0,0.11
momentum_roc,"{'n': 15, 'thresh': 2.0}",3,,,,,-1440.79,42.1,19.0,0.32,-2489.75,20.0,10.0,0.21
momentum_roc,"{'n': 15, 'thresh': 2.0}",5,,,,,-903.2,33.3,15.0,0.61,,,,
momentum_roc,"{'n': 15, 'thresh': 2.0}",7,,,,,247.5,33.3,12.0,1.18,,,,
momentum_roc,"{'n': 15, 'thresh': 2.0}",10,,,,,-142.38,40.0,10.0,0.92,,,,
momentum_roc,"{'n': 15, 'thresh': 2.5}",1,,,,,-915.25,31.2,16.0,0.26,,,,
momentum_roc,"{'n': 15, 'thresh': 2.5}",2,,,,,-818.89,33.3,12.0,0.26,,,,
momentum_roc,"{'n': 15, 'thresh': 2.5}",3,,,,,-708.9,45.5,11.0,0.39,,,,
momentum_roc,"{'n': 15, 'thresh': 2.5}",5,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 2.5}",7,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 2.5}",10,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 3.0}",1,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 3.0}",2,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 3.0}",3,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 3.0}",5,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 3.0}",7,,,,,,,,,,,,
momentum_roc,"{'n': 15, 'thresh': 3.0}",10,,,,,,,,,,,,
breakout,{'lookback': 18},1,-17157.83,2.5,198.0,0.03,-6661.38,9.6,83.0,0.08,,,,
breakout,{'lookback': 18},2,-16505.1,4.0,177.0,0.02,-5151.42,15.9,69.0,0.29,,,,
breakout,{'lookback': 18},3,-12280.98,10.7,149.0,0.07,-4531.4,19.4,62.0,0.36,,,,
breakout,{'lookback': 18},5,-12326.61,7.9,127.0,0.05,-3323.74,30.0,50.0,0.42,,,,
breakout,{'lookback': 18},7,-8875.28,16.8,107.0,0.14,-2405.58,31.0,42.0,0.53,,,,
breakout,{'lookback': 18},10,-7160.46,20.0,90.0,0.17,-1085.17,39.4,33.0,0.75,,,,
donchian,{'lookback': 18},1,-9774.52,2.6,114.0,0.04,-5228.72,10.7,56.0,0.05,,,,
donchian,{'lookback': 18},2,-9453.54,2.9,104.0,0.02,-4020.53,20.0,50.0,0.33,,,,
donchian,{'lookback': 18},3,-7178.73,9.9,91.0,0.1,-2619.11,22.2,45.0,0.48,,,,
donchian,{'lookback': 18},5,-6399.73,12.7,79.0,0.09,-2562.55,30.0,40.0,0.43,,,,
donchian,{'lookback': 18},7,-6159.17,11.0,73.0,0.14,-1238.86,31.2,32.0,0.68,,,,
donchian,{'lookback': 18},10,-5296.46,19.7,66.0,0.17,-739.85,35.7,28.0,0.8,,,,
momentum_roc,"{'n': 18, 'thresh': 1.0}",1,-4395.57,0.0,46.0,0.0,-7158.02,13.4,97.0,0.11,-1258.95,46.7,15.0,0.46
momentum_roc,"{'n': 18, 'thresh': 1.0}",2,-3448.9,5.0,40.0,0.08,-5546.24,27.8,79.0,0.33,-1900.49,25.0,12.0,0.26
momentum_roc,"{'n': 18, 'thresh': 1.0}",3,-3090.99,8.3,36.0,0.09,-4113.07,30.3,66.0,0.43,-3834.24,9.1,11.0,0.08
momentum_roc,"{'n': 18, 'thresh': 1.0}",5,-2595.06,10.3,29.0,0.08,-2415.72,36.7,49.0,0.58,,,,
momentum_roc,"{'n': 18, 'thresh': 1.0}",7,-2375.14,14.8,27.0,0.23,-2170.41,39.5,43.0,0.61,,,,
