expiry,strike,ce_oi,ce_oi_chg,ce_pct_chg,ce_volume,ce_iv,ce_ltp,ce_buy_qty,ce_sell_qty,pe_oi,pe_oi_chg,pe_pct_chg,pe_volume,pe_iv,pe_ltp,pe_buy_qty,pe_sell_qty
11-Aug-2026,23100,18,-1,-5.2631578947368425,1,45.37,1545.0,4290,5070,14709,-822,-5.292640525400811,51679,23.52,1.0,107900,98475
11-Aug-2026,23150,3,0,0.0,0,0.0,1415.65,4290,4940,2558,-927,-26.59971305595409,22993,22.53,0.9,101920,12415
11-Aug-2026,23200,71,-6,-7.792207792207792,18,39.48,1431.0,5005,4940,35228,-3263,-8.477306383310385,85598,22.07,1.0,141375,55640
11-Aug-2026,23250,3,0,0.0,0,0.0,1208.4,5070,4160,3484,283,8.840987191502656,30790,21.58,1.1,108420,8905
11-Aug-2026,23300,191,-4,-2.051282051282051,29,0.0,1275.0,5265,5915,29787,6832,29.7625789588325,119045,20.95,1.15,135655,57590
11-Aug-2026,23350,29,1,3.5714285714285716,3,0.0,1232.55,4355,4940,6139,951,18.3307632999229,46971,20.32,1.2,121615,12805
11-Aug-2026,23400,146,-15,-9.316770186335404,18,0.0,1183.9,5655,5915,35169,-8355,-19.196305486628066,165274,19.48,1.15,128635,77350
11-Aug-2026,23450,6,0,0.0,0,0.0,1104.55,4290,4160,7025,-176,-2.444104985418692,62082,18.54,1.05,154050,16445
11-Aug-2026,23500,1501,-126,-7.744314689612784,439,28.24,1115.2,6370,6630,96831,-4592,-4.527572641314101,532954,18.09,1.2,416845,609115
11-Aug-2026,23550,37,3,8.823529411764707,3,0.0,1033.65,5200,4940,9198,1890,25.862068965517242,101184,17.26,1.15,182000,35750
11-Aug-2026,23600,398,-40,-9.132420091324201,142,25.42,1013.0,5395,6370,61390,15389,33.45362057346579,396701,16.69,1.25,288015,111085
11-Aug-2026,23650,320,214,201.88679245283018,255,20.24,952.9,6500,6890,11838,-867,-6.8240850059031875,173005,16.24,1.45,165815,44005
11-Aug-2026,23700,652,-44,-6.32183908045977,179,19.87,904.0,4940,6175,49247,7919,19.161343399148276,497432,15.4,1.4,185510,219245
11-Aug-2026,23750,145,-1,-0.684931506849315,102,25.99,877.3,5785,12870,28362,10395,57.85606946067791,251469,15.08,1.75,162370,50440
11-Aug-2026,23800,1371,-153,-10.039370078740157,717,21.76,814.9,7930,6175,79026,22883,40.75842046203445,536188,14.56,2.0,219375,337870
11-Aug-2026,23850,314,40,14.598540145985401,151,18.75,758.55,7280,5590,25360,8161,47.45043316471888,293214,13.81,2.05,175500,121030
11-Aug-2026,23900,3000,-174,-5.482041587901701,852,18.4,710.7,10400,7215,71493,18431,34.73483849082206,522830,13.39,2.5,206830,147680
11-Aug-2026,23950,429,-128,-22.980251346499102,450,17.88,662.6,10530,6500,22934,4314,23.168635875402792,340118,12.89,2.95,144820,173355
11-Aug-2026,24000,10008,-1159,-10.378794662845886,14712,16.05,609.9,18980,16900,159069,14637,10.134180790960452,1029411,12.41,3.55,1091025,1068080
11-Aug-2026,24050,680,-69,-9.212283044058745,808,15.54,562.0,13455,7215,29304,8213,38.94078042767057,399359,12.12,4.7,127140,118170
11-Aug-2026,24100,5261,-257,-4.657484595868068,6647,13.34,507.85,16380,10335,73228,4809,7.028749324018182,801971,11.75,6.0,196040,277810
11-Aug-2026,24150,815,-230,-22.00956937799043,2704,13.57,463.1,95550,8775,39163,16415,72.16018990680499,529432,11.5,8.1,191165,146185
11-Aug-2026,24200,14633,-2760,-15.868452825849479,29184,12.26,412.35,147225,20800,100008,12271,13.986117601468024,1243456,11.07,10.2,307450,375050
11-Aug-2026,24250,2002,-767,-27.699530516431924,13240,11.94,366.6,78715,13065,39276,6453,19.65999451604058,805889,10.97,14.5,213070,199095
11-Aug-2026,24300,13217,-1563,-10.575101488497971,91604,11.7,322.5,316420,48100,93613,7138,8.254408788667245,1660825,10.74,19.5,273455,473070
11-Aug-2026,24350,5486,1208,28.237494156147733,51426,11.65,281.35,28405,29705,33957,-344,-1.002886213229935,1055127,10.61,26.7,197145,218270
11-Aug-2026,24400,20796,-573,-2.68145444335252,298572,11.3,240.0,86450,88400,84113,3344,4.14020230533992,2124203,10.51,36.4,397670,555425
11-Aug-2026,24450,8169,2098,34.557733487069676,343526,11.09,202.1,43485,91780,36324,2649,7.866369710467706,1697295,10.51,49.5,333190,315120
11-Aug-2026,24500,60097,17485,41.03304233549235,1858373,10.98,167.85,275665,515320,112685,23072,25.746264492874918,4313484,10.26,63.45,317135,1090830
11-Aug-2026,24550,59052,43148,271.30281690140845,2455353,10.89,137.0,223145,477945,53021,15514,41.36294558349108,4067445,10.17,82.25,147680,530660
11-Aug-2026,24600,184330,99208,116.54801343953385,4743018,10.8,109.65,491985,1943630,117709,-13729,-10.44522892922899,5156643,10.07,104.5,389480,612300
11-Aug-2026,24650,93160,25504,37.69658271254582,2442869,10.73,86.05,199160,1202240,30452,-27186,-47.16679968076616,1670473,10.08,131.85,99060,130390
11-Aug-2026,24700,154059,25881,20.1914525113514,2749988,10.7,66.35,352625,1788670,35747,-32240,-47.4208304528807,1342511,9.96,161.6,145210,143325
11-Aug-2026,24750,61714,13780,28.747861643092584,1303522,10.68,50.2,325845,614445,6651,-5723,-46.25020203652821,291399,9.95,196.0,188825,22230
11-Aug-2026,24800,139921,37328,36.3845486534169,2048001,10.7,37.4,609245,971295,14206,-2515,-15.040966449375038,313848,9.55,230.8,35165,44265
11-Aug-2026,24850,49370,17166,53.30393739908086,972280,10.71,27.3,232375,371605,3355,-781,-18.882978723404257,53051,9.24,270.0,17355,14690
11-Aug-2026,24900,117556,28118,31.438538428855743,1279098,10.83,20.1,432835,789360,5032,-542,-9.723717258701113,60220,9.24,313.85,31525,22035
11-Aug-2026,24950,52668,26769,103.35920305803313,747234,11.0,14.85,268385,258440,953,-261,-21.499176276771006,9326,9.36,359.95,29835,11830
11-Aug-2026,25000,174429,38779,28.587541467010688,1630908,11.09,10.6,525330,1292525,9574,-1468,-13.29469299040029,48088,9.16,406.4,32630,32305
11-Aug-2026,25050,56559,28874,104.29474444645115,555499,11.27,7.75,233350,286845,687,43,6.6770186335403725,4148,0.0,450.75,12675,8060
11-Aug-2026,25100,118924,20820,21.222376253771507,808114,11.56,5.9,232245,514020,1146,-73,-5.988515176374077,4189,0.0,496.95,37310,8775
11-Aug-2026,25150,41167,15168,58.340705411746605,424086,11.89,4.6,215215,198900,313,123,64.73684210526316,790,0.0,545.6,11635,6630
11-Aug-2026,25200,100337,19064,23.456744552311346,776068,12.22,3.6,738465,278395,927,37,4.157303370786517,1156,0.0,597.5,7345,7345
11-Aug-2026,25250,49204,24777,101.43284070905146,483149,12.73,3.1,304655,212875,205,35,20.58823529411765,196,0.0,642.85,6240,6500
11-Aug-2026,25300,116241,47785,69.80396166880917,903673,12.97,2.35,506415,215800,333,40,13.651877133105803,198,0.0,692.15,6760,6370
11-Aug-2026,25350,34498,13788,66.57653307580878,532135,13.56,2.15,184145,78390,149,81,119.11764705882354,220,0.0,737.05,5590,5590
11-Aug-2026,25400,70827,6930,10.845579604676276,916480,13.91,1.75,1031875,316420,207,9,4.545454545454546,182,0.0,786.25,5655,5525
11-Aug-2026,25450,24402,11831,94.11343568530745,403276,14.58,1.7,258570,26195,2,1,100.0,11,25.55,883.65,5460,4420
11-Aug-2026,25500,149629,45854,44.185979282100696,937686,14.85,1.35,1793545,751465,1708,-19,-1.1001737116386798,772,0.0,890.0,7085,5915
11-Aug-2026,25550,27717,9348,50.89008655887637,257161,15.4,1.25,319930,62725,24,0,0.0,0,0.0,848.9,4160,5135
11-Aug-2026,25600,105971,17896,20.31904626738575,391047,15.84,1.1,1115140,109200,49,-2,-3.9215686274509802,9,27.95,1030.35,4940,4680
11-Aug-2026,25650,25258,3257,14.80387255124767,77822,16.33,1.0,602485,55250,9,0,0.0,0,0.0,962.0,4160,5070
11-Aug-2026,25700,79899,4408,5.839106648474653,280500,16.68,0.85,2938260,206050,20,0,0.0,0,0.0,1035.4,4940,5135
11-Aug-2026,25750,11954,73,0.6144263950845889,51572,17.66,1.0,477165,119535,3,1,50.0,2,0.0,1147.7,3380,4290
11-Aug-2026,25800,76110,-191,-0.2503243732061179,365211,17.73,0.75,3758040,65455,24,-3,-11.11111111111111,4,0.0,1195.0,4550,5525
11-Aug-2026,25850,14459,764,5.578678349762687,30559,18.23,0.7,796445,33735,8,1,14.285714285714286,2,0.0,1238.85,4290,5070
11-Aug-2026,25900,70399,12691,21.991751576904417,152604,18.86,0.7,1753050,32045,1,0,0.0,0,46.39,1363.05,4940,4940
11-Aug-2026,25950,13968,2533,22.15128989943157,37519,19.49,0.7,879320,63830,0,0,0.0,0,0.0,0.0,4940,4940
11-Aug-2026,26000,129257,-84,-0.06494460379925933,306441,20.11,0.7,4540445,673075,3190,45,1.4308426073131955,227,0.0,1385.0,4810,4745
11-Aug-2026,26050,6795,-1170,-14.689265536723164,12722,20.41,0.6,495105,49790,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26100,16885,-11223,-39.928134338978225,55441,21.02,0.6,2025400,32240,0,0,0.0,0,0.0,0.0,4940,4940
11-Aug-2026,26150,9591,-1680,-14.905509715198297,19906,21.23,0.5,385580,26780,0,0,0.0,0,0.0,0.0,4940,4940
11-Aug-2026,26200,4441,1359,44.09474367293965,13815,21.82,0.5,769665,57330,80,0,0.0,0,51.7,1662.0,4940,4355
11-Aug-2026,26250,2358,632,36.616454229432215,9768,22.42,0.5,198185,43225,0,0,0.0,0,0.0,0.0,4160,4940
11-Aug-2026,26300,2478,1111,81.27286027798098,10404,23.42,0.6,368550,26325,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26350,1192,429,56.225425950196595,3466,23.81,0.55,49660,67860,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26400,2339,742,46.46211646837821,8762,24.18,0.5,553475,18590,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26450,673,283,72.56410256410257,2354,24.51,0.45,72540,31135,0,0,0.0,0,0.0,0.0,3250,4940
11-Aug-2026,26500,6945,727,11.691862335156,16238,25.09,0.45,2014675,133705,1,0,0.0,0,48.78,1896.45,4940,5070
11-Aug-2026,26550,773,388,100.77922077922078,2911,25.91,0.5,84500,49985,0,0,0.0,0,0.0,0.0,4940,4940
11-Aug-2026,26600,1679,923,122.08994708994709,7580,25.94,0.4,424320,73580,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26650,1287,33,2.6315789473684212,6485,26.51,0.4,197015,48945,0,0,0.0,2,60.21,2128.1,4160,4160
11-Aug-2026,26700,3100,-1510,-32.75488069414317,16977,27.07,0.4,948805,56615,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26750,442,189,74.70355731225297,1442,27.29,0.35,112125,37830,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26800,1572,-524,-25.0,8247,27.84,0.35,581750,19630,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26850,342,-30,-8.064516129032258,1206,28.39,0.35,59280,24310,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26900,1167,448,62.30876216968011,4884,29.29,0.4,344890,44655,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,26950,856,178,26.253687315634217,1507,29.09,0.3,75335,28925,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,27000,5599,483,9.440969507427678,32406,30.03,0.35,2025270,283530,26,0,0.0,0,72.1,2501.0,4160,4160
11-Aug-2026,27050,1216,221,22.21105527638191,4339,30.16,0.3,155870,63245,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,27100,2243,258,12.997481108312343,7746,31.11,0.35,462020,137540,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,27150,2612,218,9.10609857978279,6285,31.64,0.35,316680,97045,0,0,0.0,0,0.0,0.0,4160,4160
11-Aug-2026,27200,4164,-1177,-22.037071709417713,34488,31.76,0.3,2231580,179855,0,0,0.0,0,0.0,0.0,4160,4160
